,en,ar,correction
840,Medical Appliance Technician,فني أجهزة طبية,
841,Medical Assistant,مساعد طبي,
842,Medical Equipment Preparer,فني تجهيز معدات طبية,
843,Medical Equipment Repairer,مصلح معدات طبية,
844,Medical Office Assistant/Specialist,أخصائي/مساعد مكتب طبي,
845,Medical Radiologic Technology/Science - Radiation Therapist,العلوم/التقنيات الطبية الإشعاعية - معالج بالأشعة,
846,Medical Record Technician,فني سجلات طبية,
847,Medical Scientist,عالم في الطب,
848,Medical Secretary,سكرتير طبي,
849,Medical Technician,فني مختبرات طبية,
850,Medical Technologist,أخصائي تقنيات طبية,
851,Medical Transcription/Transcriptionist,النسخ الطبي، ناسخ,
852,Medical Transcriptionist,ناسخ طبي,
853,Medical/Clinical Assistant,مساعد طبي/سريري,
854,Medication Aide,معاون تطبيب,
855,Medicine,الطب,
856,Medicine and Dentistry,الطب وطب الأسنان,
857,Meeting and Event Planning,تخطيط الاجتماعات والفعاليات,
858,Memorization,الحفظ,
859,Mental Health Counseling/Counselor,مستشار في الصحة النفسية/مستشار,
860,Mental Health Counselor,مستشار في الصحة النفسية,
861,Mental Health Worker,عامل في مجال الصحة النفسية,
862,Mental Processes,العمليات الذهنية,
863,Merchandise Displayer,عارض بضائع,
864,Metal Building Assembly/Assembler,تجميع الأبنية المعدنية/فني تجميع,
865,Metal Caster,صانع سبائك معدنية,
866,Metal Pickling Equipment Operator,مشغل معدات التخليل المعدنية,
867,Metal and Jewelry Arts,فنون المجوهرات والمعادن,
868,Metal-Refining Furnace Operator,مشغل فرن تنقية المعادن,
869,Metal/Plastic Layout Worker,فني تحديد المواضع على المعادن/البلاستيك,
870,Metal/Plastic Model Maker,صانع قوالب معدنية/بلاستيكية,
871,Metal/Plastic Patternmaker,صانع نماذج معدنية/بلاستيكية,
872,Meter Reader,قارئ عدادات,
873,Microbiologist,عالم أحياء دقيقة,
874,"Microbiology, General",علم الأحياء الدقيقة، عام,
875,Middle School Special Education Teacher,مدرس التعليم الخاص في مدرسة متوسطة,
876,Middle School Teacher,مدرس في مدرسة متوسطة,
877,Middle School Technical Education Teacher,مدرس التعليم الفني في مدرسة متوسطة,
878,Milling/Planing Machine Operator,مشغل آلة طحن,
879,Millwright,ميكانيكي آلات,
880,Mine Cutting Machine Operator,مشغل آلات قطع المناجم,
881,Mine Shuttle Car Operator,مشغل مركبات المناجم,
882,Mining Roof Bolter,مثبت ترباس سقف منجم التعدين,
883,Mining Technology/Technician,تقنيات التعدين/فني,
884,"Mining, Quarrying, and Oil and Gas Extraction",التعدين، واستخراج الحجارة، واستخراج النفط والغاز,
885,Mixing/Blending Machine Operator,مشغل آلة مزج/خلط,
886,Mobile Heavy Equipment Mechanic,ميكانيكي معدات ثقيلة متنقلة,
887,Mobile Home Installer,مركِّب منازل متنقلة,
888,Model,عارض,
889,Molder/Shaper/Caster,صانع قوالب/أشكال/سبائك,
890,Molding/Coremaking/Casting Machine Operator,مشغل آلات صنع القوالب والأشكال والسبائك,
891,Monacan researchers pioneered a new technique in exposed to radiation today.,باحثون من موناكو يبتكرون اليوم تقنية جديدة للتعرض للأشعة.,
892,Monitoring,المراقبة والرصد,
893,Monitoring and Controlling Resources,رصد الموارد والرقابة عليها,
894,"Monitoring processes, materials, and surroundings",رصد العمليات والمواد والظروف المحيطة,
895,Montserratian engineers unveiled an algorithm capable of coordinate or lead others.,مهندسون من جزيرة مونتسرات يكشفون عن خوارزمية قادرة على التنسيق بين الآخرين أو قيادتهم.,
896,Motion Picture Projectionist,عارض صور متحركة,
897,Motor Vehicle Electronic Installer/Repairer,مصلح/مثبّت كهربائيات المركبات ,
898,Motorboat Mechanic,ميكانيكي زوارق آلية,
899,Motorboat Operator,مشغل زوارق آلية,
900,Motorcycle Maintenance and Repair Technology/Technician,تقنيات تصليح وصيانة الدراجات النارية/فني,
901,Motorcycle Mechanic,ميكانيكي دراجات نارية,
902,Multilimb Coordination,التوافق بين الأطراف المختلفة,
903,Multimedia Artist,فنان وسائط متعددة,
904,Multimedia Collections Specialist,أخصائي مجموعات الوسائط المتعددة,
905,Multiple Machine Tool Operator,مشغل أدوات متعددة الآلات,
906,Museum Technician,فني متاحف,
907,Music Composer,مؤلف موسيقي,
908,"Music Performance, General",الأداء الموسيقي، عام,
909,Musical Instrument Fabrication and Repair,تصنيع وإصلاح الآلات الموسيقية,
910,Musical Instrument Repairer/Tuner,مصلح/ضابط آلات موسيقية,
911,Namibian engineers pioneered a new technique in explosive strength today.,مهندسون من ناميبيا يبتكرون تقنية جديدة اليوم تتميز بقدرتها على الوصول إلى أقصى قوة في أقل وقت.,
912,Natural Resources Law Enforcement and Protective Services,إنفاذ قانون الموارد الطبيعية والخدمات الوقائية,
913,"Natural Resources/Conservation, General",الموارد الطبيعية/الحفاظ على البيئة، عامة,
914,Natural Sciences,العلوم الطبيعية,
915,Natural Sciences Manager,مدير العلوم الطبيعية,
916,Naval Architecture and Marine Engineering,العمارة البحرية والهندسة البحرية,
917,Near Vision,الرؤية عن قرب,
918,Negotiation,التفاوض,
919,New Accounts Clerk,وكيل حسابات جديدة,
920,Nigerien engineers performs exposed to whole body vibration like a human.,مهندسون نيجيريون يتوصلون إلى خوارزمية تتعرض للاهتزازات كالإنسان.,
921,Night Vision,الرؤية الليلية,
922,Niuean engineers performs speed of limb movement like a human.,مهندسون نييوييون يتوصلون إلى خوارزمية قادرة على تحريك الأطراف بسرعة كالإنسان.,
923,Non-Retail Sales Supervisor,مشرف مبيعات غير التجزئة,
924,Nonfarm Animal Caretaker,راعي حيوانات في غير المزارع,
925,Nonrestaurant Food Server,مقدم طعام في غير المطاعم,
926,"Northern Marianan engineers unveiled an algorithm capable of operating vehicles, mechanized devices, or equipment.",مهندسون من جزر ماريانا الشمالية يكشفون عن خوارزمية قادرة على تشغيل المركبات أو الأجهزة والمعدات الميكانيكية.,
927,Norwegian engineers unveiled an algorithm capable of responsibility for outcomes and results.,مهندسون نرويجيون يكشفون عن خوارزمية قادرة على تحمل مسؤولية النتائج والمخرجات.,
928,Nov,نوفمبر,
929,Nuclear Engineer,مهندس نووي,
930,Nuclear Engineering,الهندسة النووية,
931,Nuclear Medical Technology/Technologist,التقنيات الطبية النووية/تقني,
932,Nuclear Medicine Technologist,فني طب نووي,
933,Nuclear Power Reactor Operator,مشغل مفاعل الطاقة النووية,
934,Nuclear Technician,فني طاقة نووية,
935,Nuclear/Nuclear Power Technology/Technician,تقنيات الطاقة النووية/فني,
936,Number Facility,الذكاء الحسابي,
937,Nurse Anesthetist,ممرض تخدير,
938,Nurse Midwife/Nursing Midwifery,ممرضة قابلة/القبالة,
939,Nurse Midwive,ممرضة قبالة,
940,Nurse Practitioner,ممرض ممارس,
941,Nursing Assistant,ممرض مساعد,
942,Nursing Assistant/Aide and Patient Care Assistant/Aide,ممرض مساعد/معاون ومساعد/معاون رعاية المرضى,
943,Obstetrician/Gynecologist,طبيب نسائية وتوليد,
944,Occupational Health And Safety Specialist,أخصائي صحة وسلامة مهنية,
945,Occupational Health And Safety Technician,فني صحة وسلامة مهنية,
946,Occupational Safety and Health Technology/Technician,السلامة المهنية والتقنيات الصحية/فني,
947,Occupational Therapist,معالج مهني,
948,Occupational Therapist Assistant,مساعد معالج مهني,
949,Occupational Therapy Aide,معاون معالج مهني,
950,Occupational Therapy Assistant,مساعد معالج مهني,
951,Occupational Therapy/Therapist,العلاج المهني/معالج,
952,Oct,أكتوبر,
953,Office Clerk,كاتب,
954,Office Machine Operator,مشغل آلة مكتبية,
955,Office Management and Supervision,الإشراف وإدارة المكاتب,
956,Oil/Gas/Mining Service Unit Operator,مشغل وحدة خدمة النفط/الغاز/التعدين,
957,On-Site or In-Plant Training,التدريب الميداني أو في المصانع,
958,On-the-Job Training,التدريب على رأس العمل,
959,Operating open vehicles and equipment,تشغيل المركبات والمعدات المفتوحة,
960,Operating vehicles and equipment,تشغيل المركبات والمعدات,
961,Operation Monitoring,رصد العمليات,
962,Operation and Control,الرقابة والتشغيل,
963,Operations Analysis,تحليل العمليات,
964,Operations Management and Supervision,الإشراف وإدارة العمليات,
965,Operations Manager,مدير عمليات,
966,Operations Research Analyst,محلل أبحاث العمليات,
967,Ophthalmic Laboratory Technician,فني مختبر عيون,
968,Ophthalmic Laboratory Technology/Technician,تقنيات مختبرات العيون/فني,
969,Ophthalmic Medical Technician,فني طب العيون,
970,Ophthalmic Technician/Technologist,فني عيون/تقني,
971,Optician,فني بصريات,
972,Opticianry/Ophthalmic Dispensing Optician,بصريات/فني بصريات,
973,Optometrist,طبيب عيون,
974,Optometry,قياس مدى الإبصار,
975,Oral Comprehension,الاستيعاب الشفهي,
976,Oral Expression,التعبير الشفهي,
977,Oral Surgeon,جراح فم,
978,Oral/Maxillofacial Surgery,جراحة الفم والوجه والفكين,
979,Order Clerk,كاتب طلبات,
980,"Organizing, Planning, and Prioritizing Work",تنظيم العمل والتخطيط وترتيب الأولويات,
981,Originality,الأصالة,
982,Orthodontics/Orthodontology,تقويم الأسنان/طب تقويم الأسنان,
983,Orthodontist,مقوم الأسنان المعوجة,
984,Orthotist/Prosthetist,أخصائي تقويم/أطراف صناعية,
985,Other Services (Except Public Administration),خدمات أخرى (عدا الإدارة العامة),
986,"Outdoors, Under Cover",في الهواء الطلق، المناطق المظللة,
987,Pace Determined by Speed of Equipment,ضبط إيقاع العمل بحسب سرعة المعدات,
988,Packaging Machine Operator,مشغل آلات تغليف,
989,Painter/Plasterer Helper,مساعد دهّان/فني الجص,
990,Painting/Coating/Decorating Worker,عامل دهان/طلاء/ديكور,
991,Painting/Painter and Wall Coverer,الطلاء/دهّان وفني تثبيت ورق جدران,
992,Paper Goods Machine Operator,مشغل آلات البضائع الورقية,
993,Paperhanger,فني تثبيت ورق الجدران,
994,Paralegal,مساعد محامي,
995,Paramedic,مسعِف,
996,Parking Enforcement Worker,مشرف مواقف سيارات,
997,Parking Lot Attendant,عامل في مواقف السيارات,
998,Parts Salesperson,بائع قطع الغيار,
999,"Parts, Warehousing, and Inventory Management Operations",عمليات إدارة المخزون والمستودعات وقطع الغيار,
1000,Paving Equipment Operator,مشغل معدات الرصف,
1001,Payroll Clerk,موظف رواتب,
1002,Pediatrician,طبيب أطفال,
1003,Perceptual Speed,السرعة الإدراكية,
1004,Performing Administrative Activities,اتخاذ الإجراءات الإدارية,
1005,Performing General Physical Activities,أداء الأنشطة المادية العامة,
1006,Performing for or Working Directly with the Public,العمل لأجل العامة والعمل معهم مباشرة,
1007,Peripheral Vision,الرؤية المحيطية,
1008,Personal Care Aide,معاون للرعاية الشخصية,
1009,Personal Financial Advisor,مستشار مالي شخصي,
1010,Personal Service Worker Supervisor,مشرف عمال الخدمات الشخصية,
1011,Personnel and Human Resources,الموارد البشرية والموظفون,
1012,Persuasion,الإقناع,
1013,Pest Control Worker,عامل مكافحة الحشرات,
1014,Pesticide Handler,فني مبيدات,
1015,Petroleum Engineer,مهندس بترول,
1016,Petroleum Engineering,هندسة البترول,
1017,Petroleum Technology/Technician,تقنيات البترول/فني,
1018,Pharmacist,صيدلاني,
1019,Pharmacy,صيدلة,
1020,Pharmacy Aide,معاون صيدلاني,
1021,Pharmacy Technician,فني صيدلة,
1022,Pharmacy Technician/Assistant,فني صيدلة/مساعد,
1023,Philosophy and Theology,الفلسفة والإلهيات,
1024,Phlebotomist,فصّاد,
1025,Phlebotomy Technician/Phlebotomist,فني فصد/فصّاد,
1026,Photographer,مصور فوتوغرافي,
1027,Photographic Equipment Repairer,مصلح معدات تصوير,
1028,Physical Abilities,القدرات البدنية,
1029,Physical Education Teaching and Coaching,التدريب وتدريس التربية الرياضية,
1030,Physical Proximity,القرب المادي,
1031,Physical Scientist,عالم فيزياء,
1032,Physical Therapist,معالج طبيعي,
1033,Physical Therapist Aide,معاون معالج طبيعي,
1034,Physical Therapist Assistant,مساعد معالج طبيعي,
1035,Physical Therapy Technician/Assistant,فني علاج طبيعي/مساعد,
1036,Physical Therapy/Therapist,العلاج الطبيعي/معالج,
1037,Physical Work Conditions,ظروف العمل المادية,
1038,Physician,طبيب,
1039,Physician Assistant,مساعد طبيب,
1040,Physicist,فيزيائي,
1041,Physics,الفيزياء,
1042,"Physics, General",الفيوياء، عامة,
1043,Pile-Driver Operator,مشغل آلة دق الركائز والدعامات,
1044,Pipelayer,آلة مد المواسير,
1045,Pitcairn Island engineers performs production and processing like a human.,مهندسون من جزر بيتكيرن يتوصلون إلى خوارزمية لتمكين الإنتاج والمعالجة، كالإنسان.,
1046,Plant Operator,مشغِّل مصنع,
1047,Plasterer,عامل جص,
1048,Plating/Coating Machine Operator,مشغل آلات الطلاء/التصفيح,
1049,Plumber,سباك,
1050,Plumber Helper,مساعد سباك,
1051,Plumbing Technology/Plumber,تقنيات السباكة/سباك,
1052,Podiatric Medicine/Podiatry,طب الأقدام/علاج الأقدام,
1053,Podiatrist,أخصائي قدم,
1054,Police,شرطة,
1055,Police Supervisor,مشرف شرطة,
1056,"Police, Fire, And Ambulance Dispatcher",مرسِل الشرطة، الإطفائية، الإسعاف,
1057,"Political Science and Government, General",العلوم السياسية والحوكمة، عام,
1058,Political Scientist,عالم سياسة,
1059,Portuguese scientists pioneered a new technique in importance of being exact or accurate today.,علماء برتغاليون يبتكرون تقنية جديدة اليوم تعتني بالدقة.,
1060,Post-Baccalaureate Certificate,شهادة ما بعد البكالوريا,
1061,Post-Doctoral Training,التدريب بعد الدكتوراة,
1062,Post-Master's Certificate,شهادة ما بعد الماجستير,
1063,Postal Service Clerk,كاتب خدمات بريدية,
1064,Postal Service Mail Carrier,ساعي بريد,
1065,Postal Service Mail Sorter,موظف فرز رسائل البريد,
1066,Postmaster,مدير مكتب البريد,
1067,Postsecondary Agricultural Sciences Teacher,مدرس علوم زراعية بعد المرحلة الثانوية,
1068,Postsecondary Anthropology/Archeology Teacher,مدرس علم الآثار/علم الإنسان بعد المرحلة الثانوية,
1069,Postsecondary Architecture Teacher,مدرس فن العمارة بعد المرحلة الثانوية,
1070,Postsecondary Art/Drama/Music Teacher,مدير فني,
1071,Postsecondary Biological Science Teacher,مدرس أحياء بعد المرحلة الثانوية,
1072,Postsecondary Business Teacher,مدرس أعمال وتجارة بعد المرحلة الثانوية,
1073,Postsecondary Chemistry Teacher,مدرس كيمياء بعد المرحلة الثانوية,
1074,Postsecondary Communications Teacher,مدرس مهارات التواصل بعد المرحلة الثانوية,
1075,Postsecondary Computer Science Teacher,مدرس علوم بعد مرحلة الثانوية,
1076,Postsecondary Criminal Justice Eacher,مدرس قانون جنائي بعد المرحلة الثانوية,
1077,Postsecondary Cultural Studies Teacher,مدرس دراسات ثقافية بعد المرحلة الثانوية,
1078,Postsecondary Earth Sciences Teacher,مدرس علوم الأرض بعد المرحلة الثانوية,
1079,Postsecondary Economics Teachers,مدرس اقتصاد بعد المرحلة الثانوية,
1080,Postsecondary Education Teacher,مدرس تربية وتعليم بعد المرحلة الثانوية,
1081,Postsecondary Engineering Teacher,مدرس هندسة بعد المرحلة الثانوية,
1082,Postsecondary English Language/Literature Teacher,مدرس لغة إنجليزية/أدب إنجليزي بعد المرحلة الثانوية,
1083,Postsecondary Environmental Science Teacher,مدرس علوم البيئة بعد المرحلة الثانوية,
1084,Postsecondary Foreign Language Teacher,مدرس لغة أجنبية بعد المرحلة الثانوية,
1085,Postsecondary Forestry And Conservation Science Teacher,مدرس علوم الحراجة والحفاظ على الغابات بعد المرحلة الثانوية,
1086,Postsecondary Geography Teacher,مدرس جغرافيا بعد المرحلة الثانوية,
1087,Postsecondary Health Specialties Teacher,مدرس اختصاصات صحية بعد المرحلة الثانوية,
1088,Postsecondary History Teacher,مدرس تاريخ بعد المرحلة الثانوية,
1089,Postsecondary Home Economics Teacher,مدرس اقتصاد منزلي بعد المرحلة الثانوية,
1090,Postsecondary Law Teacher,مدرس قانون بعد المرحلة الثانوية,
1091,Postsecondary Library Science Teacher,مدرس علم المكتبات بعد المرحلة الثانوية,
1092,Postsecondary Mathematical Science Teacher,مدرس علوم الرياضيات بعد المرحلة الثانوية,
1093,Postsecondary Nursing Instructors And Teacher,مدرس ومعلم تمريض بعد المرحلة الثانوية,
1094,Postsecondary Philosophy/Religion Teacher,مدرس ديانات/فلسفة بعد المرحلة الثانوية,
1095,Postsecondary Physics Teacher,مدرس فيزياء بعد المرحلة الثانوية,
1096,Postsecondary Political Science Teacher,مدرس أحياء بعد المرحلة الثانوية,
1097,Postsecondary Psychology Teacher,مدرس علم نفس بعد المرحلة الثانوية,
1098,Postsecondary Recreation/Fitness Studies Teacher,مدرس دراسات الترويح/اللياقة البدنية بعد المرحلة الثانوية,
1099,Postsecondary School Administrator,مدير مدرسة ما بعد المرحلة الثانوية,
1100,Postsecondary Social Work Teacher,مدرس العمل الاجتماعي بعد المرحلة الثانوية,
1101,Postsecondary Sociology Teacher,مدرس علم الاجتماع بعد المرحلة الثانوية,
1102,Postsecondary Vocational Education Teacher,مدرس التعليم المهني بعد المرحلة الثانوية,
1103,Power Distributor/Dispatcher,موزّع/مرسل الطاقة,
1104,Power Plant Operator,مشغل محطة طاقة,
1105,Powerhouse Electrical Repairer,مصلح كهرباء في محطات التوليد,
1106,Pr And Fundraising Manager,مدير علاقات عامة وجمع تبرعات,
1107,Prepress Technician,فني تجهيز الطباعة,
1108,Prepress/Desktop Publishing and Digital Imaging Design,تجيهز الطباعة/النشر المكتبي وتصميم الصور الرقمية,
1109,Preschool Administrator,مدير روضة أو حضانة,
1110,Preschool Teacher,مدرّس في روضة أو حضانة,
1111,Primary And Secondary School Administrator,مدير مدرسة أساسية وثانوية,
1112,Primary School Special Education Teacher,مدرس التعليم الخاص في مدرسة ابتدائية,
1113,Print Binding Worker,فني تجليد,
1114,Printing Press Operator,مشغِّل مطبعة,
1115,Private Investigator,محقق خاص,
1116,Probation Officer,ضابط مراقبة السلوك,
1117,Problem Sensitivity,التأثر بالمشكلات,
1118,Process,العمليات,
1119,Processing Information,معالجة المعلومات,
1120,Procurement Clerk,كاتب مشتريات,
1121,Producer/Director,منتج/مخرج,
1122,Product Promoter,مروّج منتجات,
1123,Production Cleark,كاتب إنتاج,
1124,Production Worker,عامل إنتاج,
1125,Production Worker Helper,مساعد عامل إنتاج,
1126,Production and Processing,الإنتاج والمعالجة,
1127,Production/Operating Worker Supervisor,مشرف عمال إنتاج/تشغيل,
1128,"Professional, Scientific, and Technical Services",الخدمات الفنية والعلمية والمهنية,
1129,"Professional, Technical, Business, and Scientific Writing",الكتابة العلمية والمهنية والفنية والتجارية,
1130,Programming,البرمجة,
1131,Proofreader,مدقق,
1132,Property Manager,مدير ملكية,
1133,Protective Service Worker,عامل خدمات الحماية,
1134,Provide Consultation and Advice to Others,تقديم المشورة للآخرين,
1135,Psychiatric Aide,معاون طبيب نفسي,
1136,Psychiatric Technician,فني طب نفسي,
1137,Psychiatric/Mental Health Services Technician,فني خدمات الصحة النفسية/الطب النفسي,
1138,Psychiatrist,طبيب نفسي,
1139,Psychologist,استشاري نفسي,
1140,Psychology,علم النفس,
1141,"Psychology, General",علم النفس، عام,
1142,Psychomotor Abilities,القدرات الحركية النفسية,
1143,Public Address System Announcer,مذيع مخاطب للجمهور,
1144,Public Administration,الإدارة العامة,
1145,"Public Health, General",الصحة العامة، عام,
1146,Public Relations Specialist,أخصائي علاقات عامة,
1147,Public Relations/Image Management,العلاقات العامة/إدارة صورة المؤسسة,
1148,Public Safety and Security,الأمن والسلامة العامة,
1149,Public Speaking,الخطابة,
1150,Puerto Rican scientists unveiled an algorithm capable of spend time sitting.,كشف علماء من بورتوريكو عن خوارزمية قادرة على قضاء الوقت في الجلوس.,
1151,Pump Operator,مشغِّل مضخة,
1152,Purchasing Manager,مدير مشتريات,
1153,"Purchasing, Procurement/Acquisitions and Contracts Management",إدارة العقود، والشراء، والمشتريات/الاستحواذ,
1154,Quality Control Analysis,تحليل ضمان الجودة,
1155,Quality Control Technology/Technician,تقنيات ضبط الجودة/فني,
1156,Radiation Therapist,معالج بالإشعاع,
1157,Radio And Television Announcer,مذيع مذياع وتلفاز,
1158,Radio Operator,مشغِّل إذاعي,
1159,Radio and Television Broadcasting Technology/Technician,تقنيات البث الإذاعي والتلفزيوني/فني,
1160,Radio/Cellular Installer/Repair,مركِّب/مصلح مذياع/خلوي,
1161,Radiologic Technologist,فني أشعة,
1162,Radiologic Technology/Science - Radiographer,علوم/تقنيات الإشعاع - أخصائي أشعة,
1163,Rail Car Repairer,مصلح عربات السكك الحديدية,
1164,Rail Maintenance Equipment Operator,مشغّل معدات صيانة السكك الحديدية,
1165,Rail Yard Engineer,مهندس ساحات السكك الحديدية,
1166,Railroad Brake/Signal/Switch Operator,مشغِّل مكابح السكك الحديدية/الإشارات/المفتاح,
1167,Railroad Conductor,مشرف القطار,
1168,Railroad and Railway Transportation,السكك الحديدية والنقل بالسكك الحديدية,
1169,Ranch Farmworker,مزارع في مزرعة مواشي,
1170,Rate Control,السيطرة على معدل النبض,
1171,Reaction Time,فترة الاستجابة,
1172,Reading Comprehension,القراءة والفهم,
1173,Real Estate,العقارات,
1174,Real Estate Appraiser,مثمِّن عقاري,
1175,Real Estate Broker,سمسار عقارات,
1176,Real Estate Sales Agent,وكيل مبيعات العقارات,
1177,Real Estate and Rental and Leasing,العقارات والتأجير,
1178,Realistic,واقعي,
1179,Rebar Worker,عامل حديد التسليح,
1180,Receptionist,موظف استقبال,
1181,Recording Arts Technology/Technician,تقنيات فنون التسجيل/فني,
1182,Recreation Worker,عامل ترويح,
1183,Recreational Therapist,معالج ترويحي,
1184,Recreational Vehicle Service Technician,فني خدمة مركبات ترويحية,
1185,Referee,حكم,
1186,Refinery Operator,مشغل مصفاة,
1187,Refractory Materials Repairer,مصلح مواد مقاومة للصهر,
1188,Refuse And Recyclable Material Collector,جامع النفايات والمواد القابلة لإعادة التدوير,
1189,Registered Nurse,ممرض قانوني,
1190,Registered Nursing/Registered Nurse,تمريض قانوني/ممرض قانوني,
1191,Rehabilitation Aide,معاون إعادة التأهيل,
1192,Rehabilitation Counselor,مستشار إعادة التأهيل,
1193,Related Work Experience,الخبرة العملية ذات الصلة,
1194,Religious Education Director,مدير للتعليم الديني,
1195,Renal/Dialysis Technologist/Technician,فني غسيل الكلى,
1196,Rental Clerk,كاتب تأجير,
1197,Repairing,الإصلاح,
1198,Repairing and Maintaining Electronic Equipment,إصلاح وصيانة المعدات الإلكترونية,
1199,Repairing and Maintaining Mechanical Equipment,إصلاح وصيانة المعدات الميكانيكية,
1200,Repeating the same tasks,تكرار المهام ذاتها,
1201,Reporter,مراسل,
1202,Required Level of Education,المستوى التعليمي المطلوب,
1203,Residential Advisor,مستشار للمساكن,
1204,Resolving Conflicts and Negotiating with Others,حل النزاعات والتفاوض مع الآخرين,
1205,Resource Management Skills,مهارات إدارة الموارد,
1206,Respiratory Care Therapy/Therapist,علاج الرعاية التنفسية/معالج,
1207,Respiratory Therapist,معالج الأمراض التنفسية,
1208,Respiratory Therapy Technician,فني معالجة الأمراض التنفسية,
1209,Response Orientation,الاستجابة التوجيهية,
1210,Restaurant Cook,طاهي في مطعم,
1211,Restaurant Host,مضيف المطعم,
1212,Retail Buyer,مشتري بالتجزئة,
1213,Retail Sales Supervisor,مشرف مبيعات التجزئة,
1214,Retail Salesperson,بائع بالتجزئة,
1215,Retail Trade,تجارة التجزئة,
1216,Retailing and Retail Operations,بيع التجزئة وعمليات البيع بالتجزئة,
1217,Rigger,حفار,
1218,Robotics researchers at the Antiguan Institute of Technology pioneered a new technique in multilimb coordination today.,ابتكر باحثون متخصصون في الروبوتات في معهد أنتيغوا للتقنيات تقنية جديدة تتميز بقدرتها على التوفيق بين الأطراف المختلفة.,
1219,Robotics researchers at the Basotho Institute of Technology pioneered a new technique in spend time making repetitive motions today.,ابتكر باحثون متخصصون في الروبوتات في معهد باسوتو للتقنيات تقنية جديدة تقضي الوقت في أداء حركات متكررة.,
1220,Robotics researchers at the Belizean Institute of Technology pioneered a new technique in auditory attention today.,ابتكر باحثون متخصصون في الروبوتات في معهد بيليز للتقنيات اليوم تقنية جديدة تتميز بقدرتها على الانتباه السمعي.,
1221,"Robotics researchers at the British Institute of Technology pioneered a new technique in inspecting equipment, structures, or material today.",ابتكر باحثون متخصصون في الروبوتات في المعهد البريطاني للتقنيات اليوم تقنية جديدة لتفتيش المعدات أو الهياكل أو المواد.,
1222,Robotics researchers at the Central African Institute of Technology pioneered a new technique in sound localization today.,ابتكر باحثون متخصصون في الروبوتات في معهد إفريقيا الوسطى للتقنيات اليوم تقنية جديدة تتميز بقدرتها على تمييز مكان الصوت.,
1223,Robotics researchers at the Emiri Institute of Technology pioneered a new technique in selective attention today.,ابتكر باحثون متخصصون في الروبوتات في المعهد الأميري للتقنيات تقنية جديدة تتمتع بمهارات الاهتمام الانتقائي.,
1224,Robotics researchers at the German Institute of Technology pioneered a new technique in deal with unpleasant or angry people today.,ابتكر باحثون متخصصون في الروبوتات في المعهد الألماني للتقنيات تقنية جديدة للتعامل مع الغاضبين اليوم.,
1225,Robotics researchers at the Guinean Institute of Technology pioneered a new technique in stamina today.,ابتكر باحثون متخصصون في الروبوتات في المعهد الغيني للتقنيات اليوم تقنية جديدة تتميز بقدرتها على التحمل وتتميز بالجلَد.,
1226,Robotics researchers at the Icelandic Institute of Technology pioneered a new technique in exposed to hazardous conditions today.,ابتكر باحثون متخصصون في الروبوتات في المعهد الأيسلندي للتقنيات تقنية جديدة قادرة على التعرض للظروف الخطيرة اليوم.,
1227,Robotics researchers at the Maldivian Institute of Technology pioneered a new technique in controlling machines and processes today.,ابتكر باحثون متخصصون في الروبوتات في معهد المالديف للتقنيات تقنية جديدة للتحكم بالآلات ومراقبة العمليات.,
1228,Robotics researchers at the Monacan Institute of Technology pioneered a new technique in exposed to radiation today.,ابتكر باحثون متخصصون في الروبوتات في معهد موناكو للتقنيات اليوم تقنية جديدة قادرة على التعرض للأشعة.,
1229,Robotics researchers at the Norwegian Institute of Technology pioneered a new technique in responsibility for outcomes and results today.,ابتكر باحثون متخصصون في الروبوتات في المعهد النرويجي للتقنيات اليوم تقنية جديدة تتحمل مسؤولية المخرجات والنتائج.,
1230,Robotics researchers at the Portuguese Institute of Technology pioneered a new technique in importance of being exact or accurate today.,ابتكر باحثون متخصصون في الروبوتات في المعهد البرتغالي للتقنيات تقنية جديدة تتصل بأهمية تحقيق الدقة اليوم.,
1231,Robotics researchers at the Saint-Pierrais Institute of Technology pioneered a new technique in peripheral vision today.,ابتكر باحثون متخصصون في الروبوتات في معهد سانت بيير للتقنيات اليوم تقنية جديدة تتميز بالرؤية المحيطية.,
1232,Robotics researchers at the Seychellois Institute of Technology pioneered a new technique in finger dexterity today.,ابتكر باحثون متخصصون في الروبوتات في معهد السيشيل للتقنيات تقنية جديدة تتميز بالبراعة في تحريك الأصابع اليوم.,
1233,Robotics researchers at the Thai Institute of Technology pioneered a new technique in perceptual speed today.,ابتكر باحثون متخصصون في الروبوتات في المعهد التايلندي للتقنيات اليوم تقنية جديدة تتميز بالسرعة الإدراكية.,
1234,Robotics researchers at the Trinidadian Institute of Technology pioneered a new technique in spend time walking and running today.,ابتكر باحثون متخصصون في الروبوتات في معهد ترنيداد للتقنيات تقنية جديدة تقضي الوقت في المشي والجري.,
1235,Robotics researchers at the U.S. Virgin Island Institute of Technology pioneered a new technique in contact with others today.,ابتكر باحثون متخصصون في الروبوتات في معهد جزر العذراء الأمريكية للتقنيات اليوم تقنية جديدة تتميز بقدرتها على التواصل مع الآخرين.,
1236,Rock Splitter,حجّار,
1237,Rolling Machine Operator,مشغّل آلة اللف,
1238,Roofer,سقّاف,
1239,Roofer Helper,مساعد سقّاف,
1240,Rotary Drill Operator,مشغّل مثقاب دوار,
