,en,de,correction
762,Loan Interviewer,Darleheninterviewer*in,
763,Loan Officer,Kreditsachbearbeiter*in,
764,Locker Room Attendant,Umkleideraumaufsichtskraft,
765,Locksmith,Schlosser*in,
766,Locksmithing and Safe Repair,Schlosserei und Saferaparatur,
767,Locomotive Engineer,Zugführer*in,
768,Lodging Manager,Quartiermanager*in,
769,Log Grader,Holzstammsortierer*in,
770,Logging Equipment Operator,Bediener*in von Datenerfassungsgeräten,
771,Logistician,Logistiker*in,
772,Logistics Manager,Logistikmanager*in,
773,Machine Feeder,Maschinenbeschicker*in,
774,Machine Shop Technology/Assistant,Maschinenwerkstatttechnologie/Assistent*in,
775,Machine Tool Technology/Machinist,Werkzeugmaschinentechnologie/Maschinist*in,
776,Machinery Maintenance Worker,Fachkraft für die Instandhaltung von Maschinen,
777,Machinist,Maschinist*in,
778,Magnetic Resonance Imaging (MRI) Technology/Technician,Kernspintechnologie/Techniker*in,
779,Magnetic Resonance Imaging Technologist,Technologe/Technologin für Kernspintomografie,
780,Mail Clerk,Postbeamte*r,
781,Maintance/Repair Worker,Instandsetzungs-/Reparaturfachkraft,
782,Maintenance/Repair Worker,Instandhaltungs-/Reparaturfachkraft,
783,Maintenance/Repair Worker Helper,Gehilfe/Gehilfin von Instandsetzungs-/Reparaturfachkräften,
784,Makeup Artist,Makeup-Artist,
785,Making Decisions and Solving Problems,Entscheidungen treffen und Probleme lösen,
786,Making repetitive motions,Repetitive Bewegungen ausführen,
787,"Malagasy engineers pioneered a new technique in sounds, noise levels are distracting or uncomfortable today.",Madagassische Ingenieure haben eine neue Technik im Hinblick auf ablenkende oder unangenehme Geräusche und Geräuschpegel entwickelt.,
788,Maldivian scientists pioneered a new technique in controlling machines and processes today.,Wissenschaftler*innen von den Malediven haben heute im Hinblick auf die Steuerung von Maschinen und Prozessen eine neue Technik entwickelt.,
789,Maltese scientists performs dynamic flexibility like a human.,Der Algorithmus von maltesischen Ingenieur*innen agiert im Hinblick auf dynamische Flexibilität wie ein Mensch.,
790,Management Analyst,Managementanalyst*in,
791,Management Science,Verwaltungswissenschaft,
792,Management of Companies and Enterprises,Geschäftsführung von Firmen und Unternehmen,
793,Management of Financial Resources,Management der Finanzressourcen,
794,Management of Material Resources,Management der Materialressourcen,
795,Management of Personnel Resources,Management der Personalressourcen,
796,Manager,Manager*in,
797,Manicurist/Pedicurist,Kosmetiker*in (Maniküre)/Fusspfleger*in (Pediküre),
798,Manual Dexterity,Handwerkliches Geschick,
799,Manufacturing,Fertigung,
800,Manufacturing Sales Representative,Außendienstmitarbeiter*in für die Fertigung,
801,Manufacturing and Production,Fertigung und Produktion,
802,Mapping Technician,Vermessungstechniker*in|,
803,Mar,März,
804,Marine Engineer,Schiffsingenieur*in,
805,Marine Maintenance/Fitter and Ship Repair Technology/Technician,Schiffsinstandhaltung/-ausstattung und Schiffsreparaturtechnik/Techniker*in,
806,Marine Science/Merchant Marine Officer,Meereswissenschaft/Handelsmarineoffizier*in,
807,Market Research Analyst,Marktforschungsanalyst*in,
808,Marketing Manager,Marketingmanager*in,
809,"Marketing/Marketing Management, General","Marketing/Marketingmanagement, allgemein",
810,Marriage And Family Therapist,Ehe- und Familientherapeut*in,
811,Marshallese engineers unveiled an algorithm capable of importance of repeating same tasks.,"Ingenieur*innen auf den Marshallinseln haben einen Algorithmus entdeckt, der die Bedeutung der Wiederholung von Aufgaben erkennen kann.",
812,Mason Helper,Maurergehilfe/-gehilfin|,
813,Mason/Masonry,Maurerei/Maurer*in,
814,Massage Therapist,Massagetherapeut*in,
815,Massage Therapy/Therapeutic Massage,Massagetherapie/Therapeutische Massage,
816,Master's Degree,Masterabschluss,
817,Materials Engineer,Werkstoffingenieur*in,
818,Materials Engineering,Werkstoffingenieurwesen,
819,Materials Science,Materialwissenschaft,
820,Materials Scientist,Materialwissenschaftler*in,
821,Mathematical Reasoning,Mathematisches Denken,
822,Mathematician,Mathematiker*in,
823,Mathematics,Mathematik,
824,Mathematics and Science,Mathematik und Wissenschaft,
825,"Mathematics, General","Mathematik, allgemein",
826,May,Mai,
827,Meat Cutting/Meat Cutter,Fleischschneiden/Fleischschneider*in,
828,Meat Packer,Fleischabpacker*in,
829,"Meat, Poultry, Fish Cutter","Fleisch-, Geflügel- Fischschneider*in",
830,Mechanic Supervisor,Leitmonteur*in,
831,Mechanical,Mechanik,
832,Mechanical Door Repairer,Instandsetzer*in von mechanischen Türen,
833,Mechanical Drafter,Mechanische*r Zeichner*in,
834,Mechanical Engineer,Maschinenbauingenieur*in,
835,Mechanical Engineering,Maschinenbau,
836,Mechanical Engineering/Mechanical Technology/Technician,Maschinenbau/Mechanische Technik/Techniker*in,
837,Mechanical Insulation Worker,Fachkraft für mechanische Wärmedämmung,
838,Mechanical Technician,Mechaniker*in,
839,Medical And Health Services Manager,Manager*in im Gesundheitswesen,
840,Medical Appliance Technician,Medizingerätetechniker*in,
841,Medical Assistant,Medizinische*r Fachangestellte*r,
842,Medical Equipment Preparer,Vorbereiter*in von Medizingeräten,
843,Medical Equipment Repairer,Instandsetzer*in von Medizingeräten,
844,Medical Office Assistant/Specialist,Arzthelfer*in/Fachkraft in Arztpraxis,
845,Medical Radiologic Technology/Science - Radiation Therapist,Medizinische Strahlungstechnik/-wissenschaft - Strahlungstherapeut*in,
846,Medical Record Technician,Krankenaktentechniker*in,
847,Medical Scientist,Medizinwissenschaftler*in,
848,Medical Secretary,Helfer*in von Ärzt*innen,
849,Medical Technician,Medizintechniker*in,
850,Medical Technologist,Medizintechnologe/-technologin,
851,Medical Transcription/Transcriptionist,Medizinische Transkription/Transkripionist*in,
852,Medical Transcriptionist,Medizinische*r Sekretär*in,
853,Medical/Clinical Assistant,Medizinische*r/klinische*r Fachangestellte*r,
854,Medication Aide,Medikationshelfer*in,
855,Medicine,Medizin,
856,Medicine and Dentistry,Medizin und Zahnmedizin,
857,Meeting and Event Planning,Tagungs- und Veranstaltungsplanung,
858,Memorization,Memorieren,
859,Mental Health Counseling/Counselor,Beratung/Berater*in für psychische Gesundheit,
860,Mental Health Counselor,Berater*in für psychische Gesundheit,
861,Mental Health Worker,Sozialarbeiter*in in der Psychiatrie,
862,Mental Processes,Geistige Prozesse,
863,Merchandise Displayer,Schaugewerbegestalter*in,
864,Metal Building Assembly/Assembler,Metallbaumontage/Monteur*in,
865,Metal Caster,Metallgießer*in,
866,Metal Pickling Equipment Operator,Bediener*in von Metallbeizanlagen,
867,Metal and Jewelry Arts,Metall- und Schmuckhandwerk,
868,Metal-Refining Furnace Operator,Bediener*in eines Metallraffinationsofens,
869,Metal/Plastic Layout Worker,Fachkraft für den Anriss von Kunststoff- und Metallwerkstücken,
870,Metal/Plastic Model Maker,Metall-/Kunststoffmodellbauer*in,
871,Metal/Plastic Patternmaker,Metall-/Kunststoffmodellmacher*in,
872,Meter Reader,Zählerableser*in,
873,Microbiologist,Mikrobiologe/Mikrobiologin,
874,"Microbiology, General",Allgemeine Mikrobiologie,
875,Middle School Special Education Teacher,Förderschullehrer*in an der Mittelschule,
876,Middle School Teacher,Realschullehrer*in,
877,Middle School Technical Education Teacher,Fachlehrer*in an der Mittelschule,
878,Milling/Planing Machine Operator,Bediener*in einer Fräs-/Hobelmaschine,
879,Millwright,Mühlenbauer*in,
880,Mine Cutting Machine Operator,Bediener*in einer Vortriebsmaschine im Bergbau,
881,Mine Shuttle Car Operator,Grubenwagenfahrer*in,
882,Mining Roof Bolter,Bediener*in von Verschraubungsmaschinen im Untertagebau,
883,Mining Technology/Technician,Bergbautechnik/Techniker*in,
884,"Mining, Quarrying, and Oil and Gas Extraction","Bergbau und Gewinnung von Steinen und Erden, Erdöl- und Gasförderung",
885,Mixing/Blending Machine Operator,Bediener*in einer Mischmaschine,
886,Mobile Heavy Equipment Mechanic,Mechaniker*in für mobile Schwerlastgeräte,
887,Mobile Home Installer,Wohnwageninstallateur*in,
888,Model,Model,
889,Molder/Shaper/Caster,Gießer*in/Former*in,
890,Molding/Coremaking/Casting Machine Operator,Bediener*in einer Press-/Kernfertigungs-/Gießmaschine,
891,Monacan researchers pioneered a new technique in exposed to radiation today.,Wissenschaftler*innen in Monaco haben heute im Hinblick auf die Gefährdung durch Strahlung eine neue Technik entwickelt.,
892,Monitoring,Monitoring,
893,Monitoring and Controlling Resources,Ressourcen überwachen und steuern,
894,"Monitoring processes, materials, and surroundings","Prozesse, Materialien und Umgebungen überwachen",
895,Montserratian engineers unveiled an algorithm capable of coordinate or lead others.,"Ingenieur*innen aus Montserrat haben einen Algorithmus entdeckt, der andere koordinieren bzw. leiten kann.",
896,Motion Picture Projectionist,Filmvorführer*in,
897,Motor Vehicle Electronic Installer/Repairer,Installateur*in/Instandsetzer*in von Kraftfahrzeugelektronik,
898,Motorboat Mechanic,Motorbootmechaniker*in,
899,Motorboat Operator,Motorbootbetreiber*in,
900,Motorcycle Maintenance and Repair Technology/Technician,Motorradwartung- und Reparaturtechnik/Techniker*in,
901,Motorcycle Mechanic,Motorradmechaniker*in,
902,Multilimb Coordination,Koordination mehrerer Gliedmaßen,
903,Multimedia Artist,Multimedia Artist,
904,Multimedia Collections Specialist,Spezialist*in für Multimedia-Sammlungen,
905,Multiple Machine Tool Operator,Bediener*in mehrerer Maschinenwerkzeuge,
906,Museum Technician,Museumstechniker*in,
907,Music Composer,Komponist*in,
908,"Music Performance, General","Musikaufführung, allgemein",
909,Musical Instrument Fabrication and Repair,Bau und Reparatur von Musikinstrumenten,
910,Musical Instrument Repairer/Tuner,Instandsetzer*in/Stimmer*in von Musikinstrumenten,
911,Namibian engineers pioneered a new technique in explosive strength today.,Namibische Ingenieur*innen haben heute eine neue Technik im Hinblick auf Explosivkraft entwickelt.,
912,Natural Resources Law Enforcement and Protective Services,Natürliche Ressourcen Strafverfolgungs- und Schutzdienste,
913,"Natural Resources/Conservation, General","Natürliche Ressourcen/Umweltschutz, allgemein",
914,Natural Sciences,Naturwissenschaften,
915,Natural Sciences Manager,Manager*in Naturwissenschaften,
916,Naval Architecture and Marine Engineering,Schiffsarchitektur und Schiffbau,
917,Near Vision,Nahes Sehen,
918,Negotiation,Verhandlung,
919,New Accounts Clerk,Sachbearbeiter*in für Neukund*innen,
920,Nigerien engineers performs exposed to whole body vibration like a human.,"Ein Algorithmus von Ingenieur*innen aus Nigeria agiert wie ein Mensch, wenn er Ganzkörpervibration ausgesetzt wird.",
921,Night Vision,Nachtsicht,
922,Niuean engineers performs speed of limb movement like a human.,Der Algorithmus von niueanischen Ingenieur*innen führt schnelle Gliederbewegungen wie ein Mensch aus.,
923,Non-Retail Sales Supervisor,Aufseher*in im Großhandel,
924,Nonfarm Animal Caretaker,Tierpfleger*in (ohne Landwirtschaft),
925,Nonrestaurant Food Server,Fachkraft für die Speisezubereitung in anderen Einrichtungen als Restaurants,
926,"Northern Marianan engineers unveiled an algorithm capable of operating vehicles, mechanized devices, or equipment.","Ingenieur*innen auf den nördlichen Marianen haben einen Algorithmus entdeckt, der Fahrzeuge, mechanisierte Geräte und Ausrüstungen bedienen kann.",
927,Norwegian engineers unveiled an algorithm capable of responsibility for outcomes and results.,"Norwegische Ingenieur*innen haben einen Algorithmus entdeckt, der die Verantwortung für Resultate und Ergebnisse übernehmen kann.",
928,Nov,Nov,
929,Nuclear Engineer,Kernkraftingenieur*in,
930,Nuclear Engineering,Kernkraftingenieurswesen,
931,Nuclear Medical Technology/Technologist,Nuklearmedizintechnik/Techniker*in,
932,Nuclear Medicine Technologist,Nuklearmedizintechniker*in,
933,Nuclear Power Reactor Operator,Kernkraftreaktorfahrer*in,
934,Nuclear Technician,Kernkrafttechniker*in,
935,Nuclear/Nuclear Power Technology/Technician,Kernkraft/Kernkrafttechnik/Techniker*in,
936,Number Facility,Zahlengewandtheit,
937,Nurse Anesthetist,Fachpflegekraft für Intensivpflege und Anästhesie,
938,Nurse Midwife/Nursing Midwifery,Hebamme/Geburtshilfe,
939,Nurse Midwive,Hebamme,
940,Nurse Practitioner,Krankenpfleger*in,
941,Nursing Assistant,Pflegehelfer*in,
942,Nursing Assistant/Aide and Patient Care Assistant/Aide,Pflegehelfer*in,
943,Obstetrician/Gynecologist,Geburtshelfer*in/Gynäkologe/Gynäkologin,
944,Occupational Health And Safety Specialist,Spezialist*in für Arbeitsschutz,
945,Occupational Health And Safety Technician,Techniker*in für Arbeitsschutz,
946,Occupational Safety and Health Technology/Technician,Arbeitssicherheitstechnik/Techniker*in,
947,Occupational Therapist,Ergotherapeut*in,
948,Occupational Therapist Assistant,Assistent*in von Ergotherapeut*innen,
949,Occupational Therapy Aide,Helfer*in von Ergotherapeut*innen,
950,Occupational Therapy Assistant,Assistent*in von Ergotherapeut*innen,
951,Occupational Therapy/Therapist,Ergotherapie/Ergotherapeut*in,
952,Oct,Okt,
953,Office Clerk,Büroangestellte*r,
954,Office Machine Operator,Büromaschinenbediener*in,
955,Office Management and Supervision,Büroleitung und -aufsicht,
956,Oil/Gas/Mining Service Unit Operator,Bediener*in von Geräten zur Öl- und Gasgewinnung oder Bergbaugeräten,
957,On-Site or In-Plant Training,Ausbildung am Arbeitsplatz bzw. innerbetriebliche Ausbildung,
958,On-the-Job Training,Ausbildung am Arbeitsplatz,
959,Operating open vehicles and equipment,Offene Fahrzeuge und Anlagen bedienen,
960,Operating vehicles and equipment,Fahrzeuge und Anlagen bedienen,
961,Operation Monitoring,Betriebliche Überwachung,
962,Operation and Control,Bedienung und Steuerung,
963,Operations Analysis,Betriebliche Analyse,
964,Operations Management and Supervision,Betriebsführung und -aufsicht,
965,Operations Manager,Betriebsleiter*in,
966,Operations Research Analyst,Unternehmensforschungsanalyst*in,
967,Ophthalmic Laboratory Technician,Augenlabortechniker*in,
968,Ophthalmic Laboratory Technology/Technician,Augenlabortechnologie/Techniker*in,
969,Ophthalmic Medical Technician,Augenmedizintechniker*in,
970,Ophthalmic Technician/Technologist,Augenmedizinische*r Techniker*in/Technologe/Technologin,
971,Optician,Optiker*in,
972,Opticianry/Ophthalmic Dispensing Optician,Optikindustrie/Augenmedizinische Brillengeschäfte,
973,Optometrist,Optometrist*in,
974,Optometry,Optometrie,
975,Oral Comprehension,Mündliches Verstehen,
976,Oral Expression,Mündlicher Ausdruck,
977,Oral Surgeon,Kieferchirurg*in,
978,Oral/Maxillofacial Surgery,Mund-/Gesichtschirurgie,
979,Order Clerk,Angestellte*r für Auftragserfassung,
980,"Organizing, Planning, and Prioritizing Work","Arbeiten organisieren, planen und ihrer Priorität nach ordnen",
981,Originality,Originalität,
982,Orthodontics/Orthodontology,Kieferorthopädie/Kieferheilkunde,
983,Orthodontist,Kieferorthopäde/Kieferorthopädin,
984,Orthotist/Prosthetist,Orthopädie-/Prothesetechniker*in,
985,Other Services (Except Public Administration),Sonstige Dienstleistungen (außer öffentliche Verwaltung),
986,"Outdoors, Under Cover","Tätigkeit im Freien, geschützt",
987,Pace Determined by Speed of Equipment,Tempo wird durch Geschwindigkeit der Geräte und Anlagen bestimmt,
988,Packaging Machine Operator,Bediener*in einer Verpackungsmaschine,
989,Painter/Plasterer Helper,Maler*in/Verputzergehilfe*in,
990,Painting/Coating/Decorating Worker,Fachkraft für Anstreichen/Beschichten/Dekorieren,
991,Painting/Painter and Wall Coverer,Anstreichen/Anstreicher*in und Verputzer*in,
992,Paper Goods Machine Operator,Bediener*in einer Papierwarenmaschine,
993,Paperhanger,Tapezierer*in,
994,Paralegal,Rechtsanwaltsgehilfe/-gehilfin,
995,Paramedic,Rettungssanitäter*in,
996,Parking Enforcement Worker,Mitarbeiter*in des Ordnungsamts zur Überwachung des ruhenden Verkehrs,
997,Parking Lot Attendant,Parkplatzwächter*in,
998,Parts Salesperson,Teileverkäufer*in,
999,"Parts, Warehousing, and Inventory Management Operations","Teile-, Lagerhaltung- und Inventarmanagementtätigkeit",
1000,Paving Equipment Operator,Bediener*in von Straßenbaugeräten,
1001,Payroll Clerk,Lohnbuchhalter*in,
1002,Pediatrician,Kinderarzt/-ärztin,
1003,Perceptual Speed,Wahrnehmungsgeschwindigkeit,
1004,Performing Administrative Activities,Verwaltungstätigkeiten ausüben,
1005,Performing General Physical Activities,Allgemeine körperliche Arbeiten ausüben,
1006,Performing for or Working Directly with the Public,Vor der Öffentlichkeit auftreten oder direkt mit der Öffentlichkeit arbeiten,
1007,Peripheral Vision,Peripheres Sehen,
1008,Personal Care Aide,Hilfskraft für die Körperpflege,
1009,Personal Financial Advisor,Persönliche*r Finanzberater*in,
1010,Personal Service Worker Supervisor,Aufseher*in von personenbezogenen Dienstleister*innen,
1011,Personnel and Human Resources,Personalwesen,
1012,Persuasion,Überzeugung,
1013,Pest Control Worker,Schädlingsbekämpfer*in,
1014,Pesticide Handler,Pestizidanwender*in,
1015,Petroleum Engineer,Erdölingenieur*in,
1016,Petroleum Engineering,Erdölingenieurwesen,
1017,Petroleum Technology/Technician,Erdöltechnik/Techniker*in,
1018,Pharmacist,Apotheker*in,
1019,Pharmacy,Pharmazie,
1020,Pharmacy Aide,Apothekenhelfer*in,
1021,Pharmacy Technician,Pharmazeutisch-technische/r Assistent*in,
1022,Pharmacy Technician/Assistant,Pharmazeutisch-technische*r Assistent*in,
1023,Philosophy and Theology,Philosophie und Theologie,
1024,Phlebotomist,Phlebologe/Phlebologin,
1025,Phlebotomy Technician/Phlebotomist,Phlebotomietechniker*in/Phlebologe/Phlebologin,
1026,Photographer,Fotograf*in,
1027,Photographic Equipment Repairer,Instandsetzer*in von Fotoausrüstung,
1028,Physical Abilities,Körperliche Fähigkeiten,
1029,Physical Education Teaching and Coaching,Tätigkeit als Sportlehrer*in oder Sporttrainer*in,
1030,Physical Proximity,Körperliche Nähe,
1031,Physical Scientist,Naturwissenschaftler*in,
1032,Physical Therapist,Physiotherapeut*in,
1033,Physical Therapist Aide,Helfer*in von Physiotherapeut*innen,
1034,Physical Therapist Assistant,Assistent*in von Physiotherapeut*innen,
1035,Physical Therapy Technician/Assistant,Physiotherapietechniker*in/Assistent*in,
1036,Physical Therapy/Therapist,Physiotherapie/Physiotherapeut*in,
1037,Physical Work Conditions,Körperliche Arbeitsbedingungen,
1038,Physician,Arzt/Ärztin,
1039,Physician Assistant,Helfer*in von Ärzt*innen,
1040,Physicist,Physiker*in,
1041,Physics,Physik,
1042,"Physics, General","Physik, allgemein",
1043,Pile-Driver Operator,Rammhammerbediener*in,
1044,Pipelayer,Rohrverleger*in,
1045,Pitcairn Island engineers performs production and processing like a human.,Der Algorithmus von Ingenieur*innen von der Pitcairninsel agiert im Hinblick auf Produktion und Verarbeitung wie ein Mensch.,
1046,Plant Operator,Anlagenbetreiber*in,
1047,Plasterer,Stuckateur*in,
1048,Plating/Coating Machine Operator,Bediener*in einer Plattierungs-/Beschichtungsmaschine,
1049,Plumber,Klempner*in,
1050,Plumber Helper,Klempnergehilfe*in,
1051,Plumbing Technology/Plumber,Sanitärtechnik/Klempner*in,
1052,Podiatric Medicine/Podiatry,Podologie/Podiatrie,
1053,Podiatrist,Podologe/Podologin,
1054,Police,Polizist*in,
1055,Police Supervisor,Dienstvorgesetzte*r bei der Polizei,
1056,"Police, Fire, And Ambulance Dispatcher","Disponent*in bei Polizei, Feuerwehr und Rettungsdienst",
1057,"Political Science and Government, General","Politikwissenschaft und Staatswissenschaft, allgemein",
1058,Political Scientist,Politikwissenschaftler*in,
1059,Portuguese scientists pioneered a new technique in importance of being exact or accurate today.,"Portugiesische Wissenschaftler*innen haben heute eine neue Technik im Hinblick auf das Erkennen der Bedeutung, exakt bzw. genau zu sein, entwickelt.",
1060,Post-Baccalaureate Certificate,Post-Baccalaureat-Zertifikat,
1061,Post-Doctoral Training,Habilitation,
1062,Post-Master's Certificate,Post-Master-Abschluss,
1063,Postal Service Clerk,Postbeamte*r,
1064,Postal Service Mail Carrier,Briefträger*in,
1065,Postal Service Mail Sorter,Briefsortierer*in,
1066,Postmaster,Leiter*in einer Poststelle,
1067,Postsecondary Agricultural Sciences Teacher,Dozent*in für Agrarwissenschaft in der postsekundären Bildung,
1068,Postsecondary Anthropology/Archeology Teacher,Dozent*in für Anthropologie/Archäologie in der postsekundären Bildung,
1069,Postsecondary Architecture Teacher,Dozent*in für Architektur in der postsekundären Bildung,
1070,Postsecondary Art/Drama/Music Teacher,Dozent*in für Kunst/Theater/Musik in der postsekundären Bildung,
1071,Postsecondary Biological Science Teacher,Dozent*in für Biowissenschaften in der postsekundären Bildung,
1072,Postsecondary Business Teacher,Handelsdozent*in in der postsekundären Bildung,
1073,Postsecondary Chemistry Teacher,Chemiedozent*in in der postsekundären Bildung,
1074,Postsecondary Communications Teacher,Dozent*in für Kommunikation in der postsekundären Bildung,
1075,Postsecondary Computer Science Teacher,Dozent*in für Informatik in der postsekundären Bildung,
1076,Postsecondary Criminal Justice Eacher,Dozent*in für Strafrecht in der postsekundären Bildung,
1077,Postsecondary Cultural Studies Teacher,Dozent*in für Kulturwissenschaften in der postsekundären Bildung,
1078,Postsecondary Earth Sciences Teacher,Dozent*in für Geowissenschaften in der postsekundären Bildung,
1079,Postsecondary Economics Teachers,Dozent*in für Wirtschaft in der postsekundären Bildung,
1080,Postsecondary Education Teacher,Dozent*in der postsekundären Bildung,
1081,Postsecondary Engineering Teacher,Dozent*in für Technik in der postsekundären Bildung,
1082,Postsecondary English Language/Literature Teacher,Dozent*in für englische Sprache/Literatur in der postsekundären Bildung,
1083,Postsecondary Environmental Science Teacher,Dozent*in für Umweltwissenschaft in der postsekundären Bildung,
1084,Postsecondary Foreign Language Teacher,Fremdsprachenlehrer*in in der postsekundären Bildung,
1085,Postsecondary Forestry And Conservation Science Teacher,Dozent*in für Forst- und Naturschutzwissenschaft in der postsekundären Bildung,
1086,Postsecondary Geography Teacher,Dozent*in für Geografie in der postsekundären Bildung,
1087,Postsecondary Health Specialties Teacher,Dozent*in für Gesundheitsfachgebiete in der postsekundären Bildung,
1088,Postsecondary History Teacher,Dozent*in für Geschichte in der postsekundären Bildung,
1089,Postsecondary Home Economics Teacher,Dozent*in für Hauswirtschaft in der postsekundären Bildung,
1090,Postsecondary Law Teacher,Dozent*in für Recht in der postsekundären Bildung,
1091,Postsecondary Library Science Teacher,Dozent*in für Bibliothekswissenschaft in der postsekundären Bildung,
1092,Postsecondary Mathematical Science Teacher,Dozent*in für Mathematikwissenschaft in der postsekundären Bildung,
1093,Postsecondary Nursing Instructors And Teacher,Ausbilder*innen und Dozent*innen für Krankenpflege in der postsekundären Bildung,
1094,Postsecondary Philosophy/Religion Teacher,Dozent*in für Philosophie/Religion in der postsekundären Bildung,
1095,Postsecondary Physics Teacher,Dozent*in für Physik in der postsekundären Bildung,
1096,Postsecondary Political Science Teacher,Dozent*in für Politikwissenschaft in der postsekundären Bildung,
1097,Postsecondary Psychology Teacher,Dozent*in für Psychologie in der postsekundären Bildung,
1098,Postsecondary Recreation/Fitness Studies Teacher,Dozent*in für Freizeit-Fitnessstudien in der postsekundären Bildung,
1099,Postsecondary School Administrator,Schulrat/-rätin für die postsekundäre Bildung,
1100,Postsecondary Social Work Teacher,Dozent*in für Sozialarbeit in der postsekundären Bildung,
1101,Postsecondary Sociology Teacher,Dozent*in für Soziologie in der postsekundären Bildung,
1102,Postsecondary Vocational Education Teacher,Dozent*in im Berufsschulwesen,
1103,Power Distributor/Dispatcher,Stromnetzleitwart*in,
1104,Power Plant Operator,Kraftwerkbetreiber*in,
1105,Powerhouse Electrical Repairer,Instandsetzer*in von Kraftwerkselektrik,
1106,Pr And Fundraising Manager,Manager*in für Öffentlichkeitsarbeit und Fundraising,
1107,Prepress Technician,Druckvorstufentechniker*in,
1108,Prepress/Desktop Publishing and Digital Imaging Design,Druckvorstufen-/Desktop-Publishing und Digital Imaging Design,
1109,Preschool Administrator,Schulrat/-rätin für den Vorschulbereich,
1110,Preschool Teacher,Vorschullehrer*in,
1111,Primary And Secondary School Administrator,Schulrat/-rätin für Primär- und Sekundarschule|,
1112,Primary School Special Education Teacher,Förderschullehrer*in an der Grundschule,
1113,Print Binding Worker,Buchbinder*in,
1114,Printing Press Operator,Bediener*in einer Druckerpresse,
1115,Private Investigator,Privatdetektiv*in,
1116,Probation Officer,Bewährungshelfer*in,
1117,Problem Sensitivity,Problembewusstsein,
1118,Process,Prozess,
1119,Processing Information,Informationen verarbeiten,
1120,Procurement Clerk,Beschaffungssachbearbeiter*in,
1121,Producer/Director,Produzent*in/Regisseur*in,
1122,Product Promoter,Produktförderer/Produktförderin,
1123,Production Cleark,Sachbearbeiter*in für die Produktion,
1124,Production Worker,Produktionsfachkraft,
1125,Production Worker Helper,Produktionsarbeitergehilfe*in,
1126,Production and Processing,Produktion und Verarbeitung,
1127,Production/Operating Worker Supervisor,Aufseher*in von Produktionskräften/betrieblichen Fachkräften,
1128,"Professional, Scientific, and Technical Services","Fachliche, wissenschaftliche und technische Dienstleistungen",
1129,"Professional, Technical, Business, and Scientific Writing","Autor*in, Technische*r Schreiber*in, Verfasser*in von Marketingtexten und wissenschaftliches Schreiben",
1130,Programming,Programmieren,
1131,Proofreader,Korrekturleser*in,
1132,Property Manager,Hausverwalter*in,
1133,Protective Service Worker,Fachkraft bei einem Sicherheitsdienst,
1134,Provide Consultation and Advice to Others,Andere beraten,
1135,Psychiatric Aide,Hilfskraft in der Psychiatrie,
1136,Psychiatric Technician,Techniker*in in der Psychiatrie,
1137,Psychiatric/Mental Health Services Technician,Techniker*in im Bereich psychiatrische Gesundheitsdienstleistungen,
1138,Psychiatrist,Psychiater*in,
1139,Psychologist,Psychologe/Psychologin,
1140,Psychology,Psychologie,
1141,"Psychology, General","Psychologie, allgemein",
1142,Psychomotor Abilities,Psychomotorische Fähigkeiten,
1143,Public Address System Announcer,Sprecher*in Beschallungsanlage,
1144,Public Administration,Öffentliche Verwaltung,
1145,"Public Health, General","Öffentliche Gesundheit, allgemein",
1146,Public Relations Specialist,Fachmann/-frau für Öffentlichkeitsarbeit,
1147,Public Relations/Image Management,Öffentlichkeitsarbeit/Imagemanagement,
1148,Public Safety and Security,Öffentliche Sicherheit,
1149,Public Speaking,Sprechen in der Öffentlichkeit,
1150,Puerto Rican scientists unveiled an algorithm capable of spend time sitting.,"Wissenschaftler*innen aus Puerto Rico haben einen Algorithmus entdeckt, der Zeit im Sitzen verbringen kann.",
1151,Pump Operator,Pumpenbediener*in,
1152,Purchasing Manager,Leiter*in Beschaffung,
1153,"Purchasing, Procurement/Acquisitions and Contracts Management","Einkauf, Beschaffung/Akquise und Vertragsmanagement",
1154,Quality Control Analysis,Analyse von Qualitätskontrollen,
1155,Quality Control Technology/Technician,Qualitätskontrolletechnik/Techniker*in,
1156,Radiation Therapist,Strahlungstherapeut*in,
1157,Radio And Television Announcer,Radio- und Fernsehsprecher*in,
1158,Radio Operator,Funker*in,
1159,Radio and Television Broadcasting Technology/Technician,Rundfunk- und Fernsehübertragungstechnik/Techniker*in,
1160,Radio/Cellular Installer/Repair,Installateur*in/Instandsetzer*in von Funkgeräten und Mobiltelefonen,
1161,Radiologic Technologist,Radiologietechnologe/-technologin,
1162,Radiologic Technology/Science - Radiographer,Röntgentechnik/-wissenschaft - Röntgentechniker*in,
1163,Rail Car Repairer,Instandsetzer*in von Schienenfahrzeugen,
1164,Rail Maintenance Equipment Operator,Bediener*in von Anlagen und Geräten für die Instandhaltung von Schienenfahrzeugen,
1165,Rail Yard Engineer,Zugführer*in im Bahnbetriebswerk,
1166,Railroad Brake/Signal/Switch Operator,Weichenwärter*in/Signalwärter*in/Stellwerkswärter*in,
1167,Railroad Conductor,Eisenbahnschaffner*in,
1168,Railroad and Railway Transportation,Eisenbahn und Eisenbahnverkehr,
1169,Ranch Farmworker,Hilfskraft auf Ranchs,
1170,Rate Control,Tarifsteuerung,
1171,Reaction Time,Reaktionszeit,
