,en,zh,correction
913,Natural Resources Law Enforcement and Protective Services,自然资源执法和保护服务,
914,"Natural Resources/Conservation, General",自然资源/自然保护，普通,自然资源/自然保护（普通）
915,Natural Sciences,自然科学,
916,Natural Sciences Manager,自然科学管理员,
917,Naval Architecture and Marine Engineering,造船和海洋工程,
918,Near Vision,近距离视觉,
919,Negotiation,谈判,
920,New Accounts Clerk,新帐户文员,负责开新账户的文员
921,Nigerien engineers performs exposed to whole body vibration like a human.,尼日利亚的工程师执行像人类一样暴露在全身振动的环境下。,尼日利亚工程师发明的一种新算法可以像人类一样在全身振动的情况下工作。
922,Night Vision,夜视,
923,Niuean engineers performs speed of limb movement like a human.,纽安的工程师执行像人类一样的肢体运动速度。,纽埃工程师发明的一种新算法可以像人类一样在一定速度下移动肢体。
924,Non-Retail Sales Supervisor,非零售销售主管,
925,Nonfarm Animal Caretaker,非农场动物看守员,
926,Nonrestaurant Food Server,非餐厅服务员,
927,"Northern Marianan engineers unveiled an algorithm capable of operating vehicles, mechanized devices, or equipment.",北马里亚南的工程师们公布了一种操作车辆、机械装备或设备的算法。,北马里亚纳工程师公布的一种新算法可以操作交通工具、机械仪器、设备。
928,Norwegian engineers unveiled an algorithm capable of responsibility for outcomes and results.,挪威工程师公布了一种对结果和后果负责的算法。,挪威工程师公布的一种新算法拥有对结果和后果负责的能力。
929,Nov,十一月,
930,Nuclear Engineer,核工程师,
931,Nuclear Engineering,核工程,
932,Nuclear Medical Technology/Technologist,核医学技术/技术员,
933,Nuclear Medicine Technologist,核医学技师,
934,Nuclear Power Reactor Operator,核动力反应堆操作员,
935,Nuclear Technician,核技师,
936,Nuclear/Nuclear Power Technology/Technician,核/核电技术/技术员,
937,Number Facility,设施编号,设备编号
938,Nurse Anesthetist,护士麻醉师,麻醉师护士
939,Nurse Midwife/Nursing Midwifery,助产护士/助产护理,
940,Nurse Midwive,助产士,
941,Nurse Practitioner,执业护士,护理师
942,Nursing Assistant,护士助理,
943,Nursing Assistant/Aide and Patient Care Assistant/Aide,护理助理/助手和病人护理助理/助手,
944,Obstetrician/Gynecologist,妇产科医生,
945,Occupational Health And Safety Specialist,职业健康和安全专员,职业健康和安全专家
946,Occupational Health And Safety Technician,职业健康和安全技师,
947,Occupational Safety and Health Technology/Technician,职业安全与卫生技术/技师,职业安全与健康技术/技师
948,Occupational Therapist,职业治疗师,
949,Occupational Therapist Assistant,职业治疗师助理,
950,Occupational Therapy Aide,职业治疗助手,
951,Occupational Therapy Assistant,职业治疗助理,
952,Occupational Therapy/Therapist,职业疗法/治疗师,
953,Oct,十月,
954,Office Clerk,办公室文员,
955,Office Machine Operator,办公设备操作员,
956,Office Management and Supervision,办公室管理与监督,
957,Oil/Gas/Mining Service Unit Operator,石油/天然气/采矿服务装置操作员,
958,On-Site or In-Plant Training,现场或厂内培训,
959,On-the-Job Training,在职培训,
960,Operating open vehicles and equipment,操作开放式车辆和设备,
961,Operating vehicles and equipment,运行车辆和设备,
962,Operation Monitoring,运行监控,
963,Operation and Control,运行和控制,
964,Operations Analysis,运行分析,
965,Operations Management and Supervision,运营管理与监督,
966,Operations Manager,运营经理,
967,Operations Research Analyst,运营研究分析员,
968,Ophthalmic Laboratory Technician,眼科实验室技师,
969,Ophthalmic Laboratory Technology/Technician,眼科实验室技术/技师,
970,Ophthalmic Medical Technician,眼科医疗技师,
971,Ophthalmic Technician/Technologist,眼科技师/技术员,
972,Optician,配镜师,
973,Opticianry/Ophthalmic Dispensing Optician,眼镜/眼科配镜师,眼科光学/眼科配镜师
974,Optometrist,验光师,
975,Optometry,验光,
976,Oral Comprehension,口头理解,
977,Oral Expression,口头表达,
978,Oral Surgeon,口腔外科医生,
979,Oral/Maxillofacial Surgery,口腔/颌面外科,
980,Order Clerk,订单文员,
981,"Organizing, Planning, and Prioritizing Work",组织、计划和优先化工作,
982,Originality,独创性,
983,Orthodontics/Orthodontology,正畸学/正畸,正牙术/正牙学
984,Orthodontist,正畸医生,正牙医生
985,Orthotist/Prosthetist,矫正师/整容师,矫形师/修复学家
986,Other Services (Except Public Administration),其它服务（公共行政除外）,
987,"Outdoors, Under Cover",户外，在遮盖物下,户外（有遮盖）
988,Pace Determined by Speed of Equipment,速度取决于设备的速度,取决于设备速度的进度
989,Packaging Machine Operator,包装设备操作员,
990,Painter/Plasterer Helper,油漆工/粉刷匠助手,
991,Painting/Coating/Decorating Worker,油漆/涂料/装修工,
992,Painting/Painter and Wall Coverer,油漆/油漆工和粉刷工,
993,Paper Goods Machine Operator,纸制品机床操作员,
994,Paperhanger,裱糊工,
995,Paralegal,律师助理,律师的专职助手
996,Paramedic,医护人员,
997,Parking Enforcement Worker,停车执法人员,
998,Parking Lot Attendant,停车场服务员,
999,Parts Salesperson,零件销售员,
1000,"Parts, Warehousing, and Inventory Management Operations",零件、仓储和库存管理运营,
1001,Paving Equipment Operator,摊铺设备操作员,
1002,Payroll Clerk,工资结算员,
1003,Pediatrician,儿科医生,
1004,Perceptual Speed,感知速度,
1005,Performing Administrative Activities,进行行政活动,
1006,Performing General Physical Activities,进行一般体育活动,
1007,Performing for or Working Directly with the Public,为公众表演或直接与公众合作,
1008,Peripheral Vision,周边视觉,
1009,Personal Care Aide,个人护理助手,
1010,Personal Financial Advisor,个人理财顾问,
1011,Personal Service Worker Supervisor,个人服务工主管,
1012,Personnel and Human Resources,人事和人力资源,
1013,Persuasion,说服,
1014,Pest Control Worker,害虫防治工,
1015,Pesticide Handler,农药处理工,
1016,Petroleum Engineer,石油工程师,
1017,Petroleum Engineering,石油工程,
1018,Petroleum Technology/Technician,石油技术/技术员,
1019,Pharmacist,药剂师,
1020,Pharmacy,药店,
1021,Pharmacy Aide,药房助手,
1022,Pharmacy Technician,药房技师,
1023,Pharmacy Technician/Assistant,药剂师/助理,药房技师/助理
1024,Philosophy and Theology,哲学和神学,
1025,Phlebotomist,采血员,
1026,Phlebotomy Technician/Phlebotomist,采血技师/采血员,
1027,Photographer,摄影师,
1028,Photographic Equipment Repairer,摄影器材修理工,
1029,Physical Abilities,体能,
1030,Physical Education Teaching and Coaching,体育教学和辅导,
1031,Physical Proximity,身体上的接近,物理接近
1032,Physical Scientist,物理科学家,
1033,Physical Therapist,物理治疗师,
1034,Physical Therapist Aide,物理治疗师助手,
1035,Physical Therapist Assistant,物理治疗师助理,
1036,Physical Therapy Technician/Assistant,物理治疗技师/助理,
1037,Physical Therapy/Therapist,物理疗法/治疗师,
1038,Physical Work Conditions,体力劳动条件,
1039,Physician,医师,
1040,Physician Assistant,医师助理,
1041,Physicist,物理学家,
1042,Physics,物理,
1043,"Physics, General",物理，普通,物理（普通）
1044,Pile-Driver Operator,打桩机操作员,
1045,Pipelayer,铺管工,
1046,Pitcairn Island engineers performs production and processing like a human.,皮特凯恩岛的工程师执行像人类一样的生产和加工。,皮特凯恩岛工程师发明的一种新算法可以像人类一样生产和加工。
1047,Plant Operator,设施操作员,生产操作工
1048,Plasterer,粉刷工,
1049,Plating/Coating Machine Operator,电镀/镀膜机操作员,
1050,Plumber,管道工,
1051,Plumber Helper,水管工助手,
1052,Plumbing Technology/Plumber,管道技术/管道工,
1053,Podiatric Medicine/Podiatry,足病医学/足病学,足病医学/足科
1054,Podiatrist,足疗师,足科医生
1055,Police,警察,
1056,Police Supervisor,警务督察,
1057,"Police, Fire, And Ambulance Dispatcher",警察、消防和救护调度员,
1058,"Political Science and Government, General",政治科学和政府，普通,政治科学和政府（普通）
1059,Political Scientist,政治学家,
1060,Portuguese scientists pioneered a new technique in importance of being exact or accurate today.,今天，葡萄牙科学家在精确和准确的重要性方面开创了一项新技术。,
1061,Post-Baccalaureate Certificate,学士后证书,
1062,Post-Doctoral Training,博士后培训,
1063,Post-Master's Certificate,硕士后证书,
1064,Postal Service Clerk,邮政服务文员,
1065,Postal Service Mail Carrier,邮差,
1066,Postal Service Mail Sorter,邮政邮件分拣员,
1067,Postmaster,邮政局长,
1068,Postsecondary Agricultural Sciences Teacher,高等教育农业科学教师,
1069,Postsecondary Anthropology/Archeology Teacher,高等教育人类学/考古学教师,
1070,Postsecondary Architecture Teacher,高等教育建筑教师,高等教育建筑学教师
1071,Postsecondary Art/Drama/Music Teacher,高等教育艺术/戏剧/音乐教师,
1072,Postsecondary Biological Science Teacher,高等教育生物科学教师,
1073,Postsecondary Business Teacher,高等教育商务教师,高等教育商科教师
1074,Postsecondary Chemistry Teacher,高等教育化学老师,高等教育化学教师
1075,Postsecondary Communications Teacher,高等教育通讯教师,高等教育传播学教师
1076,Postsecondary Computer Science Teacher,高等教育计算机科学教师,
1077,Postsecondary Criminal Justice Eacher,高等教育刑事司法教师,
1078,Postsecondary Cultural Studies Teacher,高等教育文化研究教师,
1079,Postsecondary Earth Sciences Teacher,高等教育地球科学教师,
1080,Postsecondary Economics Teachers,高等教育经济学教师,
1081,Postsecondary Education Teacher,高等教育师范教师,
1082,Postsecondary Engineering Teacher,高等教育工程教师,高等教育工程学教师
1083,Postsecondary English Language/Literature Teacher,高等教育英语语言/文学教师,
1084,Postsecondary Environmental Science Teacher,高等教育环境科学教师,
1085,Postsecondary Foreign Language Teacher,高等教育外语教师,
1086,Postsecondary Forestry And Conservation Science Teacher,高等教育林业和自然保护科学教师,
1087,Postsecondary Geography Teacher,高等教育地理教师,高等教育地理学教师
1088,Postsecondary Health Specialties Teacher,高等教育健康专业教师,高等教育卫生学教师
1089,Postsecondary History Teacher,高等教育历史教师,高等教育历史学教师
1090,Postsecondary Home Economics Teacher,高等教育家政学教师,
1091,Postsecondary Law Teacher,高等教育法律教师,高等教育法学教师
1092,Postsecondary Library Science Teacher,高等教育图书馆科学教师,
1093,Postsecondary Mathematical Science Teacher,高等教育数学科学教师,
1094,Postsecondary Nursing Instructors And Teacher,高等教育护理讲师和教师,高等教育护理学讲师和教师
1095,Postsecondary Philosophy/Religion Teacher,高等教育哲学/宗教教师,
1096,Postsecondary Physics Teacher,高等教育物理教师,
1097,Postsecondary Political Science Teacher,高等教育政治科学教师,
1098,Postsecondary Psychology Teacher,高等教育心理学教师,
1099,Postsecondary Recreation/Fitness Studies Teacher,高等教育娱乐/健身研究教师,
1100,Postsecondary School Administrator,高等教育学校管理员,
1101,Postsecondary Social Work Teacher,高等教育社会工作教师,
1102,Postsecondary Sociology Teacher,高等教育社会学教师,
1103,Postsecondary Vocational Education Teacher,高等职业教育师范教师,
1104,Power Distributor/Dispatcher,配电员/调度员,
1105,Power Plant Operator,电力设施操作员,
1106,Powerhouse Electrical Repairer,厂房电气修理工,
1107,Pr And Fundraising Manager,公关和筹款经理,
1108,Prepress Technician,印前技师,
1109,Prepress/Desktop Publishing and Digital Imaging Design,印前/桌面出版和数字成像设计,
1110,Preschool Administrator,学前教育管理员,
1111,Preschool Teacher,幼儿园教师,学前教育教师
1112,Primary And Secondary School Administrator,小学和中学管理员|,小学和中学管理员
1113,Primary School Special Education Teacher,小学特殊教育教师,
1114,Print Binding Worker,打印装订工,
1115,Printing Press Operator,印刷机操作员,
1116,Private Investigator,私家侦探,
1117,Probation Officer,缓刑监督官,
1118,Problem Sensitivity,问题敏感性,
1119,Process,过程,
1120,Processing Information,处理信息,
1121,Procurement Clerk,采购文员,
1122,Producer/Director,制片人/导演,
1123,Product Promoter,产品推广员,
1124,Production Cleark,生产文员,
1125,Production Worker,生产工,生产工人
1126,Production Worker Helper,生产工人助手,
1127,Production and Processing,生产和加工,
1128,Production/Operating Worker Supervisor,生产/运营工主管,生产/运营工人主管
1129,"Professional, Scientific, and Technical Services",专业、科学和技术服务,
1130,"Professional, Technical, Business, and Scientific Writing",学术、技术、商业和科学写作,专业、技术、商业和科学写作
1131,Programming,编程,
1132,Proofreader,校对,
1133,Property Manager,物业经理,
1134,Protective Service Worker,防护工,安保服务工作人员
1135,Provide Consultation and Advice to Others,为他人提供咨询和建议,
1136,Psychiatric Aide,精神科助手,
1137,Psychiatric Technician,精神科技师,
1138,Psychiatric/Mental Health Services Technician,精神科/精神卫生服务技术员,精神科/精神健康服务技术员
1139,Psychiatrist,精神科医生,
1140,Psychologist,心理学家,
1141,Psychology,心理学,
1142,"Psychology, General",心理学，普通,心理学（普通）
1143,Psychomotor Abilities,心理运动能力,
1144,Public Address System Announcer,公共广播系统播音员,
1145,Public Administration,公共管理,
1146,"Public Health, General",公共卫生，普通,公共卫生（普通）
1147,Public Relations Specialist,公共关系专家,
1148,Public Relations/Image Management,公共关系/形象管理,
1149,Public Safety and Security,公共安全和保障,
1150,Public Speaking,公开演讲,
1151,Puerto Rican scientists unveiled an algorithm capable of spend time sitting.,波多黎各科学家公布了一静坐的算法。,波多黎各科学家发布的一种新算法可以执行坐的动作。
1152,Pump Operator,泵操作员,
1153,Purchasing Manager,采购经理,
1154,"Purchasing, Procurement/Acquisitions and Contracts Management",采购、采买/收购和合同管理,
1155,Quality Control Analysis,质量控制分析,
1156,Quality Control Technology/Technician,质量控制技术/技术员,
1157,Radiation Therapist,放射治疗师,
1158,Radio And Television Announcer,广播电视播音员,
1159,Radio Operator,无线电操作员,
1160,Radio and Television Broadcasting Technology/Technician,广播和电视广播技术/技术员,
1161,Radio/Cellular Installer/Repair,无线电/蜂窝安装工/维修工,
1162,Radiologic Technologist,放射技师,
1163,Radiologic Technology/Science - Radiographer,放射技术/科学-放射技师,
1164,Rail Car Repairer,轨道车修理工,
1165,Rail Maintenance Equipment Operator,轨道维护设备操作员,
1166,Rail Yard Engineer,轨道站场工程师,
1167,Railroad Brake/Signal/Switch Operator,铁路制动/信号//开关操作员,
1168,Railroad Conductor,铁路列车长,
1169,Railroad and Railway Transportation,铁路和铁路运输,
1170,Ranch Farmworker,牧场农工,
1171,Rate Control,速率控制,
1172,Reaction Time,反应时间,
1173,Reading Comprehension,阅读理解,
1174,Real Estate,房地产,
1175,Real Estate Appraiser,房地产评估师,
1176,Real Estate Broker,房地产经纪人,
1177,Real Estate Sales Agent,房地产销售代理,
1178,Real Estate and Rental and Leasing,房地产和租赁,
1179,Realistic,现实的,实事求是
1180,Rebar Worker,钢筋工,
1181,Receptionist,接待员,前台
1182,Recording Arts Technology/Technician,录音艺术技术/技术员,
1183,Recreation Worker,娱乐工作者,
1184,Recreational Therapist,休闲治疗师,
1185,Recreational Vehicle Service Technician,休旅车服务技师,休闲车服务技师
1186,Referee,裁判,
1187,Refinery Operator,炼油设备操作员,
1188,Refractory Materials Repairer,耐火材料修理工,
1189,Refuse And Recyclable Material Collector,垃圾和可回收材料收集工,
1190,Registered Nurse,注册护士,
1191,Registered Nursing/Registered Nurse,注册护理/注册护士,
1192,Rehabilitation Aide,康复助手,
1193,Rehabilitation Counselor,康复顾问,
1194,Related Work Experience,相关工作经验,
1195,Religious Education Director,宗教教育主管,
1196,Renal/Dialysis Technologist/Technician,肾脏/透析技术员/技师,
1197,Rental Clerk,租赁文员,
1198,Repairing,修理,
1199,Repairing and Maintaining Electronic Equipment,修理和维护电子设备,
1200,Repairing and Maintaining Mechanical Equipment,修理和维护机械设备,
1201,Repeating the same tasks,重复相同的任务,
1202,Reporter,记者,
1203,Required Level of Education,学历要求,
1204,Residential Advisor,住宅顾问,
1205,Resolving Conflicts and Negotiating with Others,解决冲突并与他人协商,
1206,Resource Management Skills,资源管理技能,
1207,Respiratory Care Therapy/Therapist,呼吸系统护理疗法/治疗师,
1208,Respiratory Therapist,呼吸治疗师,
1209,Respiratory Therapy Technician,呼吸治疗技师,
1210,Response Orientation,反应定向,
1211,Restaurant Cook,餐厅厨师,
1212,Restaurant Host,餐厅侍应生,餐厅领班
1213,Retail Buyer,零售采购员,
1214,Retail Sales Supervisor,零售销售主管,
1215,Retail Salesperson,零售业务员,
1216,Retail Trade,零售业,
1217,Retailing and Retail Operations,零售和零售运营,
1218,Rigger,吊运工,起重工
1219,Robotics researchers at the Antiguan Institute of Technology pioneered a new technique in multilimb coordination today.,今天，安提关理工学院的机器人研究人员在多肢体协调方面开创了一项新技术。,今天，安提瓜理工学院的机器人研究人员在多肢体协调方面开创了一项新技术。
1220,Robotics researchers at the Basotho Institute of Technology pioneered a new technique in spend time making repetitive motions today.,今天，巴索托理工学院的机器人研究人员开创了一种做重复动作的新技术。,今天，巴苏陀理工学院的机器人研究人员开创的一项新技术可以进行重复动作。
1221,Robotics researchers at the Belizean Institute of Technology pioneered a new technique in auditory attention today.,今天，伯利兹理工学院的机器人研究人员在听觉注意力方面开创了一项新技术。,
1222,"Robotics researchers at the British Institute of Technology pioneered a new technique in inspecting equipment, structures, or material today.",今天，英国技术研究所的机器人研究人员在检测设备、结构或材料方面开创了一种新技术。,今天，英国理工学院的机器人研究人员在检测设备、结构或材料方面开创了一项新技术。
1223,Robotics researchers at the Central African Institute of Technology pioneered a new technique in sound localization today.,中非理工学院的机器人研究人员今天在声音定位方面开创了一项新技术。,今天，中非理工学院的机器人研究人员在声音定位方面开创了一项新技术。
1224,Robotics researchers at the Emiri Institute of Technology pioneered a new technique in selective attention today.,今天，阿联酋理工学院的机器人研究人员开创了选择性注意力的新技术。,今天，阿联酋理工学院的机器人研究人员在选择性注意力方面开创了一项新技术。
1225,Robotics researchers at the German Institute of Technology pioneered a new technique in deal with unpleasant or angry people today.,今天，德国技术学院的机器人技术研究人员开创了一种应对不愉快或愤怒人群的新技术。,今天，德国理工学院的机器人技术研究人员开创了一项新技术可以应对不随和或者愤怒的人。
1226,Robotics researchers at the Guinean Institute of Technology pioneered a new technique in stamina today.,今天，几内亚理工学院的机器人研究人员在耐力方面开创了一项新技术。,
1227,Robotics researchers at the Icelandic Institute of Technology pioneered a new technique in exposed to hazardous conditions today.,今天，冰岛理工学院的机器人研究人员开创了一种暴露于危险环境中的新技术。,今天，冰岛理工学院的机器人研究人员开创了一项可以在危险环境中操作的新技术。
1228,Robotics researchers at the Maldivian Institute of Technology pioneered a new technique in controlling machines and processes today.,今天，马尔代夫理工学院的机器人研究人员开创了一种控制机器和过程的新技术。,今天，马尔代夫理工学院的机器人研究人员开创了一项控制机器和程序的新技术。
1229,Robotics researchers at the Monacan Institute of Technology pioneered a new technique in exposed to radiation today.,今天，莫纳坎理工学院的机器人研究人员开创了一种暴露于辐射下的新技术。,今天，摩纳哥理工学院的机器人研究人员开创了一项新技术可以在辐射环境下操作。
1230,Robotics researchers at the Norwegian Institute of Technology pioneered a new technique in responsibility for outcomes and results today.,今天，挪威理工学院的机器人研究人员在对结果和结后负责方面开创了一种新技术。,今天，挪威理工学院的机器人研究人员在对结果和结后负责方面开创了一项新技术。
1231,Robotics researchers at the Portuguese Institute of Technology pioneered a new technique in importance of being exact or accurate today.,今天，葡萄牙理工学院的机器人研究人员在精确和准确的重要性方面开创了一项新技术。,
1232,Robotics researchers at the Saint-Pierrais Institute of Technology pioneered a new technique in peripheral vision today.,今天，圣皮尔瑞斯理工学院的机器人研究人员开创了一种周边视觉的新技术。,今天，圣皮埃尔理工学院的机器人研究人员在周边视觉方面开创了一项新技术。
1233,Robotics researchers at the Seychellois Institute of Technology pioneered a new technique in finger dexterity today.,今天，塞舌尔理工学院的机器人研究人员在手指灵巧度方面开创了一项新技术。,
1234,Robotics researchers at the Thai Institute of Technology pioneered a new technique in perceptual speed today.,泰国理工学院的机器人研究人员今天在感知速度方面开创了一项新技术。,今天，泰国理工学院的机器人研究人员在感知速度方面开创了一项新技术。
1235,Robotics researchers at the Trinidadian Institute of Technology pioneered a new technique in spend time walking and running today.,今天，特立尼达理工学院的机器人研究人员在行走和跑步方面开创了一项新技术。,今天，特立尼达理工学院的机器人研究人员在花费时间行走和跑步方面开创了一项新技术。
1236,Robotics researchers at the U.S. Virgin Island Institute of Technology pioneered a new technique in contact with others today.,今天，美属维尔京岛理工学院的机器人研究人员开创了一种与他人接触的新技术。,今天，美属维尔京岛理工学院的机器人研究人员在与他人接触方面开创了一项新技术。
1237,Rock Splitter,碎石机操作员,
1238,Rolling Machine Operator,轧机操作员,辊压机操作员
1239,Roofer,屋顶工,
1240,Roofer Helper,屋顶工助手,
1241,Rotary Drill Operator,旋转钻机操作员,
1242,Russian scientists performs visualization like a human.,俄罗斯科学家执行像人类一样的可视化。,俄罗斯科学家发明的一种新算法可以像人类一样实现可视化。
1243,Sailor/Marine Oiler,水手/船用加油工,
1244,Saint Helenian researchers pioneered a new technique in face-to-face discussions today.,今天，圣海伦的研究人员开创了一种面对面讨论的新技术。,今天，圣赫勒拿研究人员在面对面讨论方面开创了一项新技术。
1245,Saint-Pierrais scientists performs peripheral vision like a human.,圣皮尔的科学家执行像人类一样的周边视觉。,圣皮埃尔科学家发明的一种新算法可以像人类一样拥有周边视觉。
1246,Sales Engineer,销售工程师,
1247,Sales Manager,销售经理,
1248,Sales Representative,销售代表,
1249,Sales and Marketing,销售和营销,
1250,"Sales, Distribution, and Marketing Operations, General",销售、分销和市场运营，普通,销售、分销和市场运营（普通）
1251,Salon/Beauty Salon Management/Manager,沙龙/美容院管理/经理,
1252,Sawing Machine Operator,锯床操作员,
1253,Scheduling Work and Activities,安排工作和活动,
1254,School Bus Driver,校车司机,
1255,Science,科学,
1256,"Science Technologies/Technicians, Other",科学技术/技术人员，其他,科学技术/技术人员（其他）
1257,Second Interest High-Point,第二兴趣高点,
1258,Secondary Degree,第二学位,
1259,Secondary School Special Education Teacher,高等教育学校特殊教育教师,中学特殊教育教师
1260,Secondary School Teachers,中学教师,
1261,Secondary School Technical Education Teacher,中学技术教育教师,
1262,Securities Sales Agent,证券销售代理,
1263,Security Guard,保安,
1264,Security Systems Installer,安全系统安装工,
1265,Security and Loss Prevention Services,安全和防损服务,
1266,Segmental Paver,分段摊铺员,
1267,Selective Attention,选择性注意,
1268,Self-Enrichment Education Teacher,自我充实教育教师,
1269,Selling Skills and Sales Operations,销售技巧和销售运营,
1270,Selling and influencing others,销售和影响他人,
1271,Semiconductor Processor,半导体处理工,
1272,Sensory Abilities,感官能力,
1273,Sep,九月,
1274,Separating/Clarifying Machine Operator,分离/澄清设备操作员,
1275,Septic/Sewer Servicer,化粪池/下水道疏通员,
1276,Service Orientation,服务定向,
1277,Set Designer,布景设计师,
1278,Sewing Machine Operator,缝纫设备操作员,
1279,Seychellois engineers pioneered a new technique in exposed to hazardous equipment today.,塞舌尔的工程师今天开创了一种暴露于危害设备的新技术。,今天，塞舌尔工程师开创了一项可以暴露于危险仪器下操作的新技术。
1280,Seychellois researchers performs finger dexterity like a human.,塞舌尔研究人员执行像人类一样的手指灵巧度。,塞舌尔研究人员发明的一种新算法可以像人类一样拥有手指灵巧度。
1281,Seychellois researchers performs work with work group or team like a human.,塞舌尔的研究人员执行像人类一样与工作小组或团队共同工作。,塞舌尔研究人员发明的一种新算法可以像人类一样与工作小组或团队共同工作。
1282,Shampooer,洗发工,
1283,Sheet Metal Technology/Sheetworking,钣金技术/钣金加工,
1284,Sheet Metal Worker,钣金工,
1285,Ship Engineer,船舶工程师,
1286,Shipping/Receiving Clerk,发货/收货文员,
1287,Shoe Machine Operator,制鞋设备操作员,
1288,"Shoe, Boot and Leather Repair",鞋、靴子和皮革修理,
1289,Shoe/Leather Worker,制鞋/皮革工人,
1290,Short Order Cook,快餐厨师,
1291,Signal And Track Switch Repairer,信号和轨道开关修理工,
1292,"Singaporean engineers unveiled an algorithm capable of monitor processes, materials, or surroundings.",新加坡工程师公布了一种监控过程、材料或环境的算法。,新加坡工程师公布的一种新算法可以监控过程、材料或环境。
1293,"Singaporean researchers pioneered a new technique in exposed to minor burns, cuts, bites, or stings today.",今天，新加坡研究人员已开发一项用于轻微烧伤、割伤、咬伤或刺伤治疗的新技术。,今天，新加坡研究人员开创的一项新技术可以像人类一样在轻微烧伤、割伤、咬伤或刺伤的情况下操作。
1294,Singaporean scientists performs equipment maintenance like a human.,新加坡科学家执行像人类一样维护设备。,新加坡科学家发明的一种新算法可以像人类一样进行设备维护。
1295,Skincare Specialist,护肤专家,
1296,Slot Supervisor,老虎机监督员,
1297,Slovak scientists unveiled an algorithm capable of frequency of decision making.,斯洛伐克科学家公布了一种能够进行频繁决策的算法。,斯洛伐克科学家公布的一种新算法可以像人类一样进行频繁地决策。
1298,Slovene engineers performs repairing and maintaining mechanical equipment like a human.,斯洛文尼亚的工程师执行像人类一样的修理和维护机械设备。,斯洛伐克工程师发明的一种新算法可以像人类一样修理和维护机械设备。
1299,Small Engine Mechanic,小型发动机机械师,
1300,Small Engine Mechanics and Repair Technology/Technician,小型发动机机械和修理技术/技术员,
1301,Social,社会的,合群
1302,Social And Community Service Manager,社会和社区服务经理,
1303,Social And Human Service Assistant,社会和人类服务助理,
1304,Social Perceptiveness,社会洞察力,
1305,Social Science Research Assistant,社会和人类服务助理,
1306,"Social Sciences, General",社会科学，普通,社会科学（普通）
1307,Social Scientist,社会科学家,
1308,Social Skills,社交技能,
1309,Social Work,社会工作,
1310,Sociologist,社会学家,
1311,Sociology,社会学,
1312,Sociology and Anthropology,社会学和人类学,
1313,Soil And Plant Scientist,土壤和植物科学家,
1314,Solar Energy Technology/Technician,太阳能技术/技师,
1315,Solar Photovoltaic Installer,太阳能光伏安装工,
1316,Solomon Island researchers pioneered a new technique in static strength today.,所罗门岛的研究人员今天开创了一种静态强度的新技术。,今天，所罗门岛研究人员在静态强度方面开创了一项新技术。
1317,Somalilander researchers performs spatial orientation like a human.,索马里兰德的研究人员执行像人类一样进行空间定向。,索马里兰研究人员发明的一种新算法可以像人类一样进行空间定向。
1318,Sound Engineering Technician,音响工程技师,
1319,Sound Localization,声音定位,
1320,South African scientists unveiled an algorithm capable of on-site or in-plant training.,南非科学家推出了一种能够进行现场或工厂内培训的算法。,
1321,South Sudanese engineers pioneered a new technique in near vision today.,今天，南苏丹的工程师们在近距离视绝领域开创了一项新技术。,今天，南苏丹的工程师们在近距离视觉领域开创了一项新技术。
1322,Spanish Language and Literature,西班牙语言文学,
1323,Spatial Orientation,空间定向,
1324,Speaking,说话,口语
1325,Special Education Teacher,特殊教育教师,
1326,"Special Education and Teaching, General",特殊教育和教学,特殊教育和教学（普通）
1327,Speech Clarity,言语清晰度,
1328,Speech Communication and Rhetoric,言语交流和修辞学,
1329,Speech Recognition,言语识别,
1330,Speech-Language Pathologist,言语-语言病理学家,
1331,Speed of Closure,闭合速度,
1332,Speed of Limb Movement,肢体运动速度,
1333,"Spend Time Using Your Hands to Handle, Control, or Feel Objects, Tools, or Controls",花时间用双手来搬运、控制或感受物体、工具或控件,
1334,Spending time sitting,花时间静坐,
1335,Sport and Fitness Administration/Management,运动和健身行政/管理,
1336,Staffing Organizational Units,人员编制单位,
1337,Stamina,耐力,
1338,Standards compliance,符合标准,
1339,Standing,站立,
1340,Static Strength,静态强度,
1341,Statistical Assistant,统计助理,
1342,Statistician,统计员,
1343,"Statistics, General",统计学，普通,统计学（普通）
1344,Steel Worker,钢铁工,
1345,Sterile Processing Technology/Technician,无菌处理技术/技师,
1346,Stock Clerk,库存文员,
1347,Stonemason,石匠,
1348,Street Vendor,街头售卖员,
1349,Structural Metal Fabricator,结构金属制造工,
1350,Structured versus Unstructured Work,结构化和非结构化工作,
1351,Student,学生,
1352,Substance Abuse And Behavioral Disorder Counselor,药物滥用和行为障碍顾问,
1353,Substance Abuse/Addiction Counseling,药物滥用/成瘾咨询,
1354,Subway/Streetcar Operator,地铁/电车操作员,
1355,Surgeon,外科医生,
1356,Surgical Technologist,外科技术员,
1357,Surgical Technology/Technologist,外科技术/技术员,
1358,Survey Researcher,调查研究员,
1359,Surveying Technology/Surveying,测绘技术/测量,
1360,Surveyor,调查员,
1361,Swati researchers unveiled an algorithm capable of handling and moving objects.,斯瓦蒂研究人员公布了一项搬运和移动物体的算法。,史瓦帝研究人员公布的一种新算法可以操纵和移动物体。
