,en,fr,correction
731,Keeping and regaining balance,Garder et retrouver l'équilibre,
732,Kindergarten Teacher,Enseignant en maternelle et au jardin d'enfants,Éducateur de maternelle
733,Kinesiology and Exercise Science,Kinésiologie et science de l'exercice,
734,"Kneeling, crouching, and crawling","S'agenouiller, s'accroupir et ramper",
735,Labor Relations Specialist,Spécialiste des relations de travail,Spécialiste en relations de travail
736,Landscape Architect,Architecte paysagiste,
737,Landscape Architecture,Architecture du paysage,
738,Landscaping And Groundskeeping Worker,Ouvrier en aménagement paysager et en entretien de terrains,
739,Landscaping and Groundskeeping,Aménagement paysager et entretien de terrains,
740,"Laotian researchers unveiled an algorithm capable of drafting, laying out, and specifying technical devices, parts, and equipment.","Des chercheurs laotiens ont dévoilé un algorithme capable de dessiner, de disposer et de spécifier des dispositifs techniques, des pièces et des équipements.",
741,Lathe/Turning Machine Tool Operator,Opérateur de machines-outils de tournage,
742,Laundry/Dry-Cleaning Worker,Ouvrier en blanchisserie et nettoyage à sec,
743,Law,Droit,
744,Law and Government,Droit et gouvernement,
745,Law and Public Safety,Droit et sécurité publique,
746,Lawyer,Avocat,
747,Learning Strategies,Stratégies d'apprentissage,
748,Legal Administrative Assistant/Secretary,Assistant administratif juridique/Secrétaire,Assistant/Secrétaire administratif juridique
749,Legal Assistant/Paralegal,Assistante juridique/parajuridique,
750,Legal Secretary,Secrétaire juridique,
751,Less than a High School Diploma,Moins qu'un diplôme d'études secondaires,
752,Librarian,Bibliothécaire,
753,Library Technician,Technicienne en bibliothéconomie,Bibliotechnicien
754,Library and Archives Assisting,Aide de Bibliothèque et Archives,Assistant en Bibliothèque et en Archives
755,Library and Information Science,Bibliothéconomie et sciences de l'information,Sciences de la bibliothèque et de l'information
756,Licensed Practical/Vocational Nurse,Infirmière pratique/professionnelle autorisée,Infirmière pratique/professionnelle diplomée
757,Licensed Practical/Vocational Nurse Training,Formation d'infirmière pratique/professionnelle autorisé,Formation pratique et professionnelle d'infirmière diplômée
758,"Life, Physical, And Social Science Technician","Technicien en sciences physiques, sociales et de la vie",
759,Lifeguard,Maître nageur,
760,Light Truck/Delivery Services Driver,Conducteur de camionnettes et de services de livraison,
761,Lineworker,Travailleur de ligne,
762,Loan Interviewer,Intervieweuse à la pige,Intervieweur de prêt
763,Loan Officer,Responsable des prêts,
764,Locker Room Attendant,Préposé aux vestiaires,
765,Locksmith,Serrurier,
766,Locksmithing and Safe Repair,Serrurerie et réparation sécuritaire,Serrurerie et réparation de coffres-forts
767,Locomotive Engineer,Ingénieur de locomotive,
768,Lodging Manager,Gestionnaire de l'hébergement,
769,Log Grader,Calibreur,
770,Logging Equipment Operator,Opérateur d'équipement forestier,
771,Logistician,Logisticien,
772,Logistics Manager,Responsable logistique,
773,Machine Feeder,Doseur machine,
774,Machine Shop Technology/Assistant,Technologie d'atelier d'usinage/Assistant,Technologie/Assistant d'atelier d'usinage
775,Machine Tool Technology/Machinist,Technologie des machines-outils/Machiniste,Technologie/Machiniste des machines-outils
776,Machinery Maintenance Worker,Ouvrier chargé des travaux d’entretien des machines,Ouvrier d’entretien des machines
777,Machinist,Machiniste,
778,Magnetic Resonance Imaging (MRI) Technology/Technician,Technologie/Technicien en imagerie par résonance magnétique (IRM),
779,Magnetic Resonance Imaging Technologist,Technologue en imagerie par résonance magnétique,
780,Mail Clerk,Commis au courrier,
781,Maintance/Repair Worker,Ouvrier chargé de la maintenance / réparation,
782,Maintenance/Repair Worker,Ouvrier chargé de la maintenance / réparation,
783,Maintenance/Repair Worker Helper,Assistant d'ouvrier chargé de la maintenance / réparation,
784,Makeup Artist,Maquilleuse,
785,Making Decisions and Solving Problems,Prendre des décisions et résoudre des problèmes,
786,Making repetitive motions,Faire des mouvements répétitifs,
787,"Malagasy engineers pioneered a new technique in sounds, noise levels are distracting or uncomfortable today.","Aujourd'hui, des ingénieurs malgaches ont mis au point une nouvelle technique capable de reconnaître si des sons et des niveaux de bruit sont distrayants ou inconfortables.",
788,Maldivian scientists pioneered a new technique in controlling machines and processes today.,"Aujourd'hui, des scientifiques des Maldives ont mis au point une nouvelle technique capable de commander des machines et des processus.","Aujourd'hui, des scientifiques des Maldives ont mis au point une nouvelle technique de commande des machines et des processus."
789,Maltese scientists performs dynamic flexibility like a human.,Des scientifiques maltais ont mis au point un algorithme capable de faire preuve d'une flexibilité dynamique comme un humain.,Des scientifiques maltais ont mis au point un algorithme capable d'une flexibilité dynamique comme un humain.
790,Management Analyst,Analyste de gestion,
791,Management Science,Science de la gestion,
792,Management of Companies and Enterprises,Gestion de sociétés et d'entreprises,
793,Management of Financial Resources,Gestion des ressources financières,
794,Management of Material Resources,Gestion des ressources matérielles,
795,Management of Personnel Resources,Gestion des ressources en personnel,
796,Manager,Directeur,
797,Manicurist/Pedicurist,Manucure/pédicure,
798,Manual Dexterity,Dextérité manuelle,
799,Manufacturing,Fabrication,manufacturation
800,Manufacturing Sales Representative,Représentant des ventes manufacturières,
801,Manufacturing and Production,Fabrication et production,
802,Mapping Technician,Technicien en cartographie,
803,Mar,Mar,
804,Marine Engineer,Ingénieur maritime,
805,Marine Maintenance/Fitter and Ship Repair Technology/Technician,"Technologie/Technicien de l'entretien maritime, de l'ajustage et de la réparation navale",
806,Marine Science/Merchant Marine Officer,Officier des sciences de la mer/marine marchande,
807,Market Research Analyst,Analyste d'études de marché,
808,Marketing Manager,Responsable du marketing,
809,"Marketing/Marketing Management, General","Gestion du marketing/marketing, en général",
810,Marriage And Family Therapist,Thérapeute de couple et de famille,
811,Marshallese engineers unveiled an algorithm capable of importance of repeating same tasks.,Des ingénieurs des Îles Marshall ont dévoilé un algorithme capable de répéter les mêmes tâches.,
812,Mason Helper,Assistant maçon,Assistant de maçon
813,Mason/Masonry,Maçon/Maçonnerie,
814,Massage Therapist,Masseur,Massothérapeute
815,Massage Therapy/Therapeutic Massage,Massothérapie/Massage thérapeutique,
816,Master's Degree,Diplôme de master,
817,Materials Engineer,Ingénieur des matériaux,
818,Materials Engineering,Génie des matériaux,
819,Materials Science,Science des matériaux,
820,Materials Scientist,Scientifique en matériaux,
821,Mathematical Reasoning,Raisonnement mathématique,
822,Mathematician,Mathématicien,
823,Mathematics,Mathématiques,
824,Mathematics and Science,Mathématiques et sciences,
825,"Mathematics, General","Mathématiques, en général","Mathématiques, Général"
826,May,Mai,
827,Meat Cutting/Meat Cutter,Découpage de viande/Coupeur de viande,
828,Meat Packer,Emballeur de viande,
829,"Meat, Poultry, Fish Cutter","Découpeur de viande, de volaille et de poisson",
830,Mechanic Supervisor,Superviseur mécanicien,
831,Mechanical,Mécanique,
832,Mechanical Door Repairer,Réparateur de portes mécaniques,
833,Mechanical Drafter,Dessinateur mécanique,
834,Mechanical Engineer,Ingénieur en mécanique,
835,Mechanical Engineering,Génie mécanique,
836,Mechanical Engineering/Mechanical Technology/Technician,Ingénierie mécanique/technologie mécanique/technicien,Génie mécanique/technologie/technicien mécanique
837,Mechanical Insulation Worker,Ouvrier dans l'isolation mécanique,
838,Mechanical Technician,Technicien en mécanique,
839,Medical And Health Services Manager,Gestionnaire des services médicaux et de santé,
840,Medical Appliance Technician,Technicien en appareils médicaux,
841,Medical Assistant,Assistant médical,
842,Medical Equipment Preparer,Préparateur d'équipement médical,Préparateur d'équipements médicaux
843,Medical Equipment Repairer,Réparateur d'équipement médical,Réparateur d'équipements médicaux
844,Medical Office Assistant/Specialist,Assistant/spécialiste de bureau médical,
845,Medical Radiologic Technology/Science - Radiation Therapist,Technologie/science radiologique médicale - Radiothérapeute,
846,Medical Record Technician,Technicien des dossiers médicaux,Technicien en archives médicales
847,Medical Scientist,Scientifique médical,
848,Medical Secretary,Secrétaire médical,
849,Medical Technician,Technicien médical,
850,Medical Technologist,Technologue médical,
851,Medical Transcription/Transcriptionist,Transcription médicale/Transcriptionniste,Transcription/Transcriptionniste médicale
852,Medical Transcriptionist,Transcriptionniste médicale,Transcriptionniste médical
853,Medical/Clinical Assistant,Assistant médical/clinique,
854,Medication Aide,Aide à la médication,
855,Medicine,Médecine,
856,Medicine and Dentistry,Médecine et dentisterie,
857,Meeting and Event Planning,Planification de réunions et d'événements,
858,Memorization,Mémorisation,
859,Mental Health Counseling/Counselor,Conseil/conseiller en santé mentale,
860,Mental Health Counselor,Conseiller en santé mentale,
861,Mental Health Worker,Travailleur en santé mentale,
862,Mental Processes,Processus mentaux,
863,Merchandise Displayer,Présenteur de marchandises,
864,Metal Building Assembly/Assembler,Assemblage/assembleur de bâtiments métalliques,
865,Metal Caster,Mouleur de métal,Mouleur de métaux
866,Metal Pickling Equipment Operator,Opérateur d'équipement de décapage des métaux,
867,Metal and Jewelry Arts,Arts du métal et de la joaillerie,Arts des métaux et des bijoux
868,Metal-Refining Furnace Operator,Opérateur de four de raffinage des métaux,
869,Metal/Plastic Layout Worker,Préposé à la disposition du métal/plastique,Ouvrier en aménagement métallique et plastique
870,Metal/Plastic Model Maker,Maquettiste métal/plastique,Modéliste de métaux et de plastiques
871,Metal/Plastic Patternmaker,Maquettiste métal/plastique,Maquettiste de métaux et de plastiques
872,Meter Reader,Lecteur de compteur,
873,Microbiologist,Microbiologiste,
874,"Microbiology, General","Microbiologie, en général",
875,Middle School Special Education Teacher,Enseignant de l'éducation spéciale au collège,Enseignant d'éducation spéciale au collège
876,Middle School Teacher,Enseignant au collège,
877,Middle School Technical Education Teacher,Enseignant dans l'enseignement technique au collège,Enseignant d'éducation technique au collège
878,Milling/Planing Machine Operator,Opérateur de machine à fraiser et à raboter,
879,Millwright,Mécanicien de chantier,
880,Mine Cutting Machine Operator,Opérateur de machine de coupe de mines,Opérateur de machine de coupe minière
881,Mine Shuttle Car Operator,Opérateur de navettes minières,
882,Mining Roof Bolter,Boulonneur de toit minier,
883,Mining Technology/Technician,Technologie minière/Technicien,Technologie minière/Technicien minier
884,"Mining, Quarrying, and Oil and Gas Extraction","Extraction minière, exploitation en carrière et extraction de pétrole et de gaz",
885,Mixing/Blending Machine Operator,Opérateur de mélangeurs/mixeurs,
886,Mobile Heavy Equipment Mechanic,Mécanicien d'équipement lourd mobile,
887,Mobile Home Installer,Installateur de mobile-homes,Installateur de maison mobile
888,Model,Modèle,
889,Molder/Shaper/Caster,Mouleur/Façonneur/Moulurier,
890,Molding/Coremaking/Casting Machine Operator,"Opérateur de machine à mouler, à fabriquer des noyaux et à couler",
891,Monacan researchers pioneered a new technique in exposed to radiation today.,"Aujourd'hui, des scientifiques monégasques ont mis au point une nouvelle technique en matière d'exposition aux radiations.",
892,Monitoring,Monitoring,Surveillance 
893,Monitoring and Controlling Resources,Surveillance et contrôle des ressources,
894,"Monitoring processes, materials, and surroundings","Surveillance des processus, des matériaux et de l'environnement",
895,Montserratian engineers unveiled an algorithm capable of coordinate or lead others.,Des ingénieurs montserratiens ont dévoilé un algorithme capable de coordonner ou de diriger les autres.,
896,Motion Picture Projectionist,Projectionniste de cinéma,
897,Motor Vehicle Electronic Installer/Repairer,Installateur/réparateur de matériel électronique pour véhicules automobiles,Installateur/réparateur d'électroniques de véhicules automobiles
898,Motorboat Mechanic,Mécanicien de bateaux à moteur,
899,Motorboat Operator,Conducteur de bateau à moteur,
900,Motorcycle Maintenance and Repair Technology/Technician,Technologie/Technicien d'entretien et de réparation des motocyclettes,Technologie/Technicien d'entretien et de réparation de motos
901,Motorcycle Mechanic,Mécanicien de motos,
902,Multilimb Coordination,Coordination des membres,
903,Multimedia Artist,Artiste multimédia,
904,Multimedia Collections Specialist,Spécialiste des collections multimédias,
905,Multiple Machine Tool Operator,Opérateur de machines-outils multiples,
906,Museum Technician,Technicien de musée,
907,Music Composer,Compositeur de musique,
908,"Music Performance, General","Performance musicale, en général",
909,Musical Instrument Fabrication and Repair,Fabrication et réparation d'instruments de musique,
910,Musical Instrument Repairer/Tuner,Réparateur/accordeur d'instruments de musique,
911,Namibian engineers pioneered a new technique in explosive strength today.,"Aujourd'hui, des ingénieurs namibiens ont mis au point une nouvelle technique en matière de résistance à l'explosion.","Aujourd'hui, des ingénieurs namibiens ont mis au point une nouvelle technique en matière de force d'explosion."
912,Natural Resources Law Enforcement and Protective Services,Services de protection et d'application de la loi en matière de ressources naturelles,
913,"Natural Resources/Conservation, General","Ressources naturelles/Conservation, en général","Ressources/Conservation naturelles, en général"
914,Natural Sciences,Sciences naturelles,
915,Natural Sciences Manager,Directeur en sciences naturelles,
916,Naval Architecture and Marine Engineering,Architecture navale et génie maritime,
917,Near Vision,Vision de près,
918,Negotiation,Négociation,
919,New Accounts Clerk,Commis aux nouveaux comptes,
920,Nigerien engineers performs exposed to whole body vibration like a human.,Un algorithme des ingénieurs nigériens est capable de réagir comme un humain à l'exposition à des vibrations de tout le corps.,Un algorithme des ingénieurs nigériens est capable à s'exposer à des vibrations de tout le corps comme un humain.
921,Night Vision,Vision nocturne,
922,Niuean engineers performs speed of limb movement like a human.,Des ingénieurs Niouéens ont mis au point un algorithme capable de produire une vitesse de mouvement des membres comme un humain.,
923,Non-Retail Sales Supervisor,Superviseur des ventes autres qu'au détail,
924,Nonfarm Animal Caretaker,Gardien d'animaux non fermiers,
925,Nonrestaurant Food Server,"Serveur de repas, hors restaurant",Serveur de repas non-restaurant
926,"Northern Marianan engineers unveiled an algorithm capable of operating vehicles, mechanized devices, or equipment.","Des ingénieurs du nord de la Marianne ont dévoilé un algorithme capable de faire fonctionner des véhicules, des dispositifs mécanisés ou de l'équipement.",
927,Norwegian engineers unveiled an algorithm capable of responsibility for outcomes and results.,Des ingénieurs norvégiens ont dévoilé un algorithme capable d'assumer la responsabilité des rendements et des résultats.,
928,Nov,Nov,
929,Nuclear Engineer,Ingénieur nucléaire,
930,Nuclear Engineering,Génie nucléaire,
931,Nuclear Medical Technology/Technologist,Technologie/technologue en médecine nucléaire,
932,Nuclear Medicine Technologist,Technologue en médecine nucléaire,
933,Nuclear Power Reactor Operator,Opérateur de réacteur nucléaire,Opérateur de réacteur d'énergie nucléaire
934,Nuclear Technician,Technicien nucléaire,
935,Nuclear/Nuclear Power Technology/Technician,Technologie/Technicien en énergie nucléaire,Technologie/Technicien en énergie nucléaire/en nucléaire
936,Number Facility,Capacité à gérer des chiffres,Facilité en numéros
937,Nurse Anesthetist,Infirmière anesthésiste,
938,Nurse Midwife/Nursing Midwifery,Infirmière sage-femme,Infirmière sage-femme/Profession de sage-femme infirmière
939,Nurse Midwive,Infirmière sage-femme,
940,Nurse Practitioner,Infirmière praticienne,
941,Nursing Assistant,Infirmière auxiliaire,
942,Nursing Assistant/Aide and Patient Care Assistant/Aide,Aide-soignant,Aide-soignant/Infirmière auxiliaire
943,Obstetrician/Gynecologist,Obstétricien/gynécologue,
944,Occupational Health And Safety Specialist,Spécialiste en santé et sécurité au travail,
945,Occupational Health And Safety Technician,Technicien en santé et sécurité au travail,
946,Occupational Safety and Health Technology/Technician,Technologie/Technicien de la santé et de la sécurité au travail,
947,Occupational Therapist,Ergothérapeute,
948,Occupational Therapist Assistant,Assistant ergothérapeute,
949,Occupational Therapy Aide,Aide ergothérapeute,Aide en ergothérapie
950,Occupational Therapy Assistant,Assistant en ergothérapie,
951,Occupational Therapy/Therapist,Ergothérapeute/Thérapeute,Ergothérapeute/ergothérapie
952,Oct,Oct,
953,Office Clerk,Commis de bureau,
954,Office Machine Operator,Opérateur de machines de bureau,
955,Office Management and Supervision,Gestion et supervision du bureau,
956,Oil/Gas/Mining Service Unit Operator,Opérateur de l'unité de service Pétrole/Gaz/Mine,
957,On-Site or In-Plant Training,Formation sur place ou en usine,
958,On-the-Job Training,Formation en cours d'emploi,Formation pendant l'emploi
959,Operating open vehicles and equipment,Utilisation de véhicules et d'équipement ouverts,Utilisation de véhicules ouverts et d'équipement 
960,Operating vehicles and equipment,Utilisation des véhicules et de l'équipement,Utilisation des véhicules et d'équipement
961,Operation Monitoring,Surveillance des opérations,
962,Operation and Control,Fonctionnement et contrôle,Operation et contrôle
963,Operations Analysis,Analyse des opérations,
964,Operations Management and Supervision,Gestion et supervision des opérations,
965,Operations Manager,Directeur d'opérations,
966,Operations Research Analyst,Analyste en recherche opérationnelle,
967,Ophthalmic Laboratory Technician,Technicien de laboratoire ophtalmique,
968,Ophthalmic Laboratory Technology/Technician,Technologie/Technicien en ophtalmologie,Technologie/Technicien en laboratoire d'ophtalmologie
969,Ophthalmic Medical Technician,Technicien en ophtalmologie médicale,
970,Ophthalmic Technician/Technologist,Technicien/technologue en ophtalmologie,
971,Optician,Opticien,
972,Opticianry/Ophthalmic Dispensing Optician,Opticien/opticien ophtalmologiste,
973,Optometrist,Optométriste,
974,Optometry,Optométrie,
975,Oral Comprehension,Compréhension orale,
976,Oral Expression,Expression orale,
977,Oral Surgeon,Chirurgien buccal,
978,Oral/Maxillofacial Surgery,Chirurgie buccale/axillo-faciale,Chirurgie buccale/maxillo-faciale
979,Order Clerk,Commis aux commandes,
980,"Organizing, Planning, and Prioritizing Work","Organisation, planification et priorisation du travail",
981,Originality,Originalité,
982,Orthodontics/Orthodontology,Orthodontie,Orthodontie/Orthodontologie
983,Orthodontist,Orthodontiste,
984,Orthotist/Prosthetist,Orthésiste/prothésiste,
985,Other Services (Except Public Administration),Autres services (sauf les administrations publiques),
986,"Outdoors, Under Cover","À l'extérieur, sous abri",
987,Pace Determined by Speed of Equipment,Rythme déterminé par la vitesse de l'équipement,Rythme déterminé par la vitesse d'équipements
988,Packaging Machine Operator,Opérateur de machines d'emballage,
989,Painter/Plasterer Helper,Assistant peintre/plâtrier,Assistant de peintre/plâtrier
990,Painting/Coating/Decorating Worker,Ouvrier en peinture/revêtement/décoration,
991,Painting/Painter and Wall Coverer,Peintre/peintre et couvreur mural,Peinture/peintre et couvreur mural
992,Paper Goods Machine Operator,Opérateur de machines à papier,
993,Paperhanger,Poseur de papiers peints,
994,Paralegal,Parajuriste,Paralégal
995,Paramedic,Ambulancier paramédical,Paramédical
996,Parking Enforcement Worker,Ouvrier préposé au stationnement,Ouvrier d'enforcement de stationnement
997,Parking Lot Attendant,Préposé au stationnement,
998,Parts Salesperson,Vendeur de pièces détachées,
999,"Parts, Warehousing, and Inventory Management Operations","Opérations de gestion des pièces, de l'entreposage et de l'inventaire",
1000,Paving Equipment Operator,Opérateur d'équipement de pavage,
1001,Payroll Clerk,Commis à la paie,
1002,Pediatrician,Pédiatre,
1003,Perceptual Speed,Vitesse de perception,
1004,Performing Administrative Activities,Effectuer des activités administratives,
1005,Performing General Physical Activities,Pratiquer des activités physiques générales,Effectuer des activités physiques générales
1006,Performing for or Working Directly with the Public,S'adresser au public ou travailler directement avec lui,
1007,Peripheral Vision,Vision périphérique,
1008,Personal Care Aide,Aide aux soins des personnes,Aide aux soins personnels
1009,Personal Financial Advisor,Conseiller financier personnel,
1010,Personal Service Worker Supervisor,Superviseur des préposés aux services aux personnes,Superviseur des préposés aux services personnels
1011,Personnel and Human Resources,Gestion des ressources humaines,
1012,Persuasion,Persuasion,
1013,Pest Control Worker,Ouvrier en lutte antiparasitaire,
1014,Pesticide Handler,Manipulateur de pesticides,
1015,Petroleum Engineer,Ingénieur pétrolier,
1016,Petroleum Engineering,Génie pétrolier,
1017,Petroleum Technology/Technician,Technologie pétrolière/Technicien,Technologie pétrolière/Technicien pétrolier
1018,Pharmacist,Pharmacien,
1019,Pharmacy,Pharmacie,
1020,Pharmacy Aide,Aide pharmacien,
1021,Pharmacy Technician,Technicien en pharmacie,
1022,Pharmacy Technician/Assistant,Technicien/assistant en pharmacie,
1023,Philosophy and Theology,Philosophie et théologie,
1024,Phlebotomist,Phlébotomiste,
1025,Phlebotomy Technician/Phlebotomist,Technicien en phlébotomie/Phlébotomiste,
1026,Photographer,Photographe,
1027,Photographic Equipment Repairer,Réparateur d'équipement photographique,
1028,Physical Abilities,Capacités physiques,
1029,Physical Education Teaching and Coaching,Enseignement d'éducation physique et coaching,Enseignement et coaching d'éducation physique
1030,Physical Proximity,Proximité physique,
1031,Physical Scientist,Expert en sciences physiques,Scientifique physique
1032,Physical Therapist,Physiothérapeute,
1033,Physical Therapist Aide,Aide physiothérapeute,
1034,Physical Therapist Assistant,Assistant physiothérapeute,
1035,Physical Therapy Technician/Assistant,Technicien/assistant en physiothérapie,
1036,Physical Therapy/Therapist,Physiothérapie/Thérapeute,
1037,Physical Work Conditions,Conditions de travail physiques,
1038,Physician,Médecin,
1039,Physician Assistant,Adjoint au médecin,Assistant de médecin
1040,Physicist,Physicien,
1041,Physics,Physique,
1042,"Physics, General","Physique, en général",
1043,Pile-Driver Operator,Opérateur de batteur de pieux,
1044,Pipelayer,Poseur de tuyauterie,
1045,Pitcairn Island engineers performs production and processing like a human.,Des ingénieurs de l'île de Pitcairn ont mis au point un algorithme capable de gérer la production et le traitement comme un humain.,Des ingénieurs de l'île de Pitcairn ont mis au point un algorithme capable de production et de traitement comme un humain.
1046,Plant Operator,Opérateur d'installation,
1047,Plasterer,Plâtrier,
1048,Plating/Coating Machine Operator,Opérateur de machine de placage/revêtement,
1049,Plumber,Plombier,
1050,Plumber Helper,Assistant plombier,
1051,Plumbing Technology/Plumber,Technique de plomberie/Plombier,Technologie de plomberie/Plombier
1052,Podiatric Medicine/Podiatry,Médecine podiatrique/podiatrie,
1053,Podiatrist,Podiatre,
1054,Police,Police,
1055,Police Supervisor,Superviseur de police,
1056,"Police, Fire, And Ambulance Dispatcher","Répartiteur des services de police, d'incendie et d'ambulance","Répartiteur de la police, des pompiers et des ambulances"
1057,"Political Science and Government, General","Sciences politiques et gouvernement, en général",
1058,Political Scientist,Politologue,
1059,Portuguese scientists pioneered a new technique in importance of being exact or accurate today.,"Aujourd'hui, des scientifiques portugais ont mis au point une nouvelle technique capable de reconnaître l'importance d'être exact ou précis.",
1060,Post-Baccalaureate Certificate,Certificat post-baccalauréat,
1061,Post-Doctoral Training,Formation postdoctorale,
1062,Post-Master's Certificate,Certificat de post-master,
1063,Postal Service Clerk,Commis aux services postaux,
1064,Postal Service Mail Carrier,Transporteur de courrier,Transporteur de courrier aux services postaux
1065,Postal Service Mail Sorter,Trieur de courrier,Trieur de courrier aux services postaux
1066,Postmaster,Maître de poste,
1067,Postsecondary Agricultural Sciences Teacher,Enseignant en sciences agricoles au niveau post-secondaire,Enseignant post-secondaire en sciences agricoles
1068,Postsecondary Anthropology/Archeology Teacher,Professeur d'anthropologie/d'archéologie au niveau post-secondaire,Enseignant post-secondaire d'anthropologie/d'archéologie
1069,Postsecondary Architecture Teacher,Enseignant en architecture au niveau post-secondaire,Enseignant post-secondaire en architecture
1070,Postsecondary Art/Drama/Music Teacher,Enseignant en art/théâtre/musique au niveau post-secondaire,Enseignant post-secondaire en art/théâtre/musique
1071,Postsecondary Biological Science Teacher,Enseignant en sciences biologiques au niveau post-secondaire,Enseignant post-secondaire en sciences biologiques
1072,Postsecondary Business Teacher,Enseignant en administration des affaires au niveau post-secondaire,Enseignant post-secondaire en Business 
1073,Postsecondary Chemistry Teacher,Enseignant en chimie au niveau post-secondaire,Enseignant post-secondaire en chimie
1074,Postsecondary Communications Teacher,Enseignant en communications au niveau post-secondaire,Enseignant post-secondaire en communications
1075,Postsecondary Computer Science Teacher,Enseignant en informatique au niveau post-secondaire,Enseignant post-secondaire en informatique
1076,Postsecondary Criminal Justice Eacher,Enseignant en justice pénale au niveau post-secondaire,Enseignant post-secondaire en justice pénale
1077,Postsecondary Cultural Studies Teacher,Professeur d'études culturelles au niveau post-secondaire,Enseignant post-secondaire en d'études culturelles
1078,Postsecondary Earth Sciences Teacher,Enseignant en sciences de la Terre au niveau post-secondaire,Enseignant post-secondaire en sciences de la Terre
1079,Postsecondary Economics Teachers,Enseignant en économie au niveau post-secondaire,Enseignant post-secondaire en économie
1080,Postsecondary Education Teacher,Enseignant en éducation au niveau post-secondaire,Enseignant post-secondaire en éducation 
1081,Postsecondary Engineering Teacher,Enseignant en ingénierie au niveau post-secondaire,Enseignant post-secondaire en ingénierie
1082,Postsecondary English Language/Literature Teacher,Enseignant en langue et littérature anglaise au niveau post-secondaire,Enseignant post-secondaire en langue et littérature anglaise
1083,Postsecondary Environmental Science Teacher,Enseignant en sciences de l'environnement au niveau post-secondaire,Enseignant post-secondaire en sciences de l'environnement
1084,Postsecondary Foreign Language Teacher,Enseignant en langue étrangère au niveau post-secondaire,Enseignant post-secondaire en  langue étrangère
1085,Postsecondary Forestry And Conservation Science Teacher,Enseignant en sylviculture et en sciences de la conservation au niveau post-secondaire,Enseignant post-secondaire en sylviculture et en sciences de la conservation
1086,Postsecondary Geography Teacher,Enseignant en géographie au niveau post-secondaire,Enseignant post-secondaire en géographie
1087,Postsecondary Health Specialties Teacher,Enseignant spécialisé en santé au niveau post-secondaire,Enseignant post-secondaire en spécialités sanitaires
1088,Postsecondary History Teacher,Enseignant en histoire au niveau post-secondaire,Enseignant post-secondaire en histoire 
1089,Postsecondary Home Economics Teacher,Enseignant en économie familiale au niveau post-secondaire,Enseignant post-secondaire en économie familiale
1090,Postsecondary Law Teacher,Enseignant en droit au niveau post-secondaire,Enseignant post-secondaire en droit
1091,Postsecondary Library Science Teacher,Enseignant en bibliothéconomie au niveau post-secondaire,Enseignant post-secondaire en bibliothéconomie 
1092,Postsecondary Mathematical Science Teacher,Enseignant en mathématiques au niveau post-secondaire,Enseignant post-secondaire en mathématiques
1093,Postsecondary Nursing Instructors And Teacher,Enseignant en soins infirmiers au niveau post-secondaire,Enseignant post-secondaire en soins infirmiers
1094,Postsecondary Philosophy/Religion Teacher,Enseignant en philosophie/religion au niveau post-secondaire,Enseignant post-secondaire en philosophie/religion
1095,Postsecondary Physics Teacher,Enseignant en physique au niveau post-secondaire,Enseignant post-secondaire en physique 
1096,Postsecondary Political Science Teacher,Enseignant en sciences politiques au niveau post-secondaire,Enseignant post-secondaire en sciences politiques
1097,Postsecondary Psychology Teacher,Enseignant en psychologie au niveau post-secondaire,Enseignant post-secondaire en bibliothéconomie 
1098,Postsecondary Recreation/Fitness Studies Teacher,Enseignant en loisirs et en fitness au niveau post-secondaire,Enseignant post-secondaire en études de loisirs et de fitness
1099,Postsecondary School Administrator,Administrateur d'école post-secondaire,Administrateur post-secondaire d'école
1100,Postsecondary Social Work Teacher,Enseignant en travail social au niveau post-secondaire,Enseignant post-secondaire en travail social
1101,Postsecondary Sociology Teacher,Enseignant en sociologie au niveau post-secondaire,Enseignant post-secondaire en sociologie
1102,Postsecondary Vocational Education Teacher,Enseignant de l'enseignement post-secondaire professionnel,Enseignant post-secondaire en enseignement professionnel 
1103,Power Distributor/Dispatcher,Distributeur/répartiteur d'énergie,
1104,Power Plant Operator,Opérateur de centrale électrique,
1105,Powerhouse Electrical Repairer,Réparateur électrique de centrale électrique,Réparateur de centrale électrique
1106,Pr And Fundraising Manager,Responsable PR et de la collecte de fonds,Responsable de PR et de la collecte de fonds
1107,Prepress Technician,Technicien de prépresse,
1108,Prepress/Desktop Publishing and Digital Imaging Design,Prépresse/édition assistée par ordinateur et conception d'imagerie numérique,
1109,Preschool Administrator,Administrateur du préscolaire,
1110,Preschool Teacher,Enseignant au préscolaire,
1111,Primary And Secondary School Administrator,Administrateur d'école primaire et secondaire,
1112,Primary School Special Education Teacher,Enseignant de l'éducation spéciale à l'école primaire,
1113,Print Binding Worker,Préposé à la reliure à l'impression,
1114,Printing Press Operator,Opérateur de presse à imprimer,Opérateur de presse d'imprimerie
1115,Private Investigator,Enquêteur privé,
1116,Probation Officer,Agent de probation,
1117,Problem Sensitivity,Sensibilité aux problèmes,
1118,Process,Processus,
1119,Processing Information,Traitement de l'information,
1120,Procurement Clerk,Commis aux achats,
1121,Producer/Director,Producteur/réalisateur,
1122,Product Promoter,Promoteur de produits,
1123,Production Cleark,Commis à la production,
1124,Production Worker,Travailleur de production,
