,en,es,correction
771,Logistician,Técnico en logística,
772,Logistics Manager,Director logístico,
773,Machine Feeder,Alimentador de máquinas,
774,Machine Shop Technology/Assistant,Tecnología/asistente de tiendas para máquinas,Tecnología/asistente de tiendas de maquinaria
775,Machine Tool Technology/Machinist,Tecnología de máquinas herramienta/maquinista,
776,Machinery Maintenance Worker,Trabajador de mantenimiento de máquinas,
777,Machinist,Maquinista,
778,Magnetic Resonance Imaging (MRI) Technology/Technician,Tecnología/técnico de imágenes por resonancia magnética (IRM),
779,Magnetic Resonance Imaging Technologist,Técnico en imágenes de resonancia magnética,
780,Mail Clerk,Empleado de correos,
781,Maintance/Repair Worker,Trabajador de mantenimiento/reparaciones,
782,Maintenance/Repair Worker,Trabajador de mantenimiento/reparaciones,
783,Maintenance/Repair Worker Helper,Ayudante de trabajador de mantenimiento/reparaciones,
784,Makeup Artist,Artista de maquillaje,
785,Making Decisions and Solving Problems,Tomar decisiones y solucionar problemas,
786,Making repetitive motions,Realizar movimientos repetitivos,
787,"Malagasy engineers pioneered a new technique in sounds, noise levels are distracting or uncomfortable today.",Los ingenieros malgaches han desarrollado hoy una nueva técnica relacionada con los sonidos y niveles de ruido molestos o desagradables.,Los ingenieros malgaches han desarrollado hoy una nueva técnica relacionada con los sonidos y niveles de ruidos molestos o desagradables.
788,Maldivian scientists pioneered a new technique in controlling machines and processes today.,Los científicos de Maldivas han desarrollado hoy una nueva técnica relacionada con controlar máquinas y procesos.,Los científicos maldivos han desarrollado hoy una nueva técnica relacionada con controlar máquinas y procesos.
789,Maltese scientists performs dynamic flexibility like a human.,Un algoritmo de los ingenieros malteses actúa como un humano en cuanto a flexibilidad dinámica.,
790,Management Analyst,Analista de administración,
791,Management Science,Ciencias de administración,
792,Management of Companies and Enterprises,Dirección de compañías y empresas,
793,Management of Financial Resources,Gestión de recursos financieros,
794,Management of Material Resources,Gestión de recursos materiales,
795,Management of Personnel Resources,Gestión de recursos humanos,
796,Manager,Administrador,
797,Manicurist/Pedicurist,Manicuro/pedicuro,Manicurista/pedicurista
798,Manual Dexterity,Destreza manual,
799,Manufacturing,Fabricación,
800,Manufacturing Sales Representative,Representante de ventas de fabricación,
801,Manufacturing and Production,Fabricación y producción,
802,Mapping Technician,Técnico en mapeo,
803,Mar,Mar,
804,Marine Engineer,Ingeniero de marina,
805,Marine Maintenance/Fitter and Ship Repair Technology/Technician,Mantenimiento/instalador marino y tecnología/técnico de reparación de barcos,
806,Marine Science/Merchant Marine Officer,Ciencias marinas/Oficial de la marina mercante,
807,Market Research Analyst,Analista de estudios de mercado,
808,Marketing Manager,Director de marketing,
809,"Marketing/Marketing Management, General","Marketing/administración de marketing, general",
810,Marriage And Family Therapist,Terapeuta matrimonial y familiar,
811,Marshallese engineers unveiled an algorithm capable of importance of repeating same tasks.,Los ingenieros de Islas Marshall han descubierto un algoritmo capaz de reconocer la importancia de repetir las mismas tareas.,Los ingenieros de las Islas Marshall han descubierto un algoritmo capaz de reconocer la importancia de repetir las mismas tareas
812,Mason Helper,Ayudante de albañil|,Ayudante de albañil
813,Mason/Masonry,Albañilería/albañil,
814,Massage Therapist,Terapeuta masajista,
815,Massage Therapy/Therapeutic Massage,Terapia de masajes/masaje terapéutico,
816,Master's Degree,Título de máster,Grado de maestría
817,Materials Engineer,Ingeniero de materiales,
818,Materials Engineering,Ingeniería de materiales,
819,Materials Science,Ciencias de materiales,
820,Materials Scientist,Científico de materiales,
821,Mathematical Reasoning,Razonamiento matemático,
822,Mathematician,Matemático,
823,Mathematics,Matemáticas,
824,Mathematics and Science,Matemáticas y ciencia,
825,"Mathematics, General","Matemáticas, general",Matemáticas generales
826,May,Mayo,
827,Meat Cutting/Meat Cutter,Cortar carne/cortador de carne,
828,Meat Packer,Empaquetador de carne,
829,"Meat, Poultry, Fish Cutter","Cortador de carne, ave, pescado",
830,Mechanic Supervisor,Supervisor mecánico,
831,Mechanical,Mecánica,
832,Mechanical Door Repairer,Técnico reparador de puertas mecánicas,
833,Mechanical Drafter,Redactor de textos mecánicos,Redactor mecánico
834,Mechanical Engineer,Ingeniero mecánico,
835,Mechanical Engineering,Ingeniería mecánica,
836,Mechanical Engineering/Mechanical Technology/Technician,Ingeniería mecánica/tecnología/técnico mecánico,
837,Mechanical Insulation Worker,Técnico en aislantes mecánicos,
838,Mechanical Technician,Técnico mecánico,
839,Medical And Health Services Manager,Director de servicios médicos y de salud,
840,Medical Appliance Technician,Técnico en aparatos médicos,
841,Medical Assistant,Asistente médico,
842,Medical Equipment Preparer,Preparador de equipos médicos,
843,Medical Equipment Repairer,Reparador de equipos médicos,
844,Medical Office Assistant/Specialist,Asistente/especialista de consultoría médica,
845,Medical Radiologic Technology/Science - Radiation Therapist,Tecnología/ciencia radiológica médica - terapeuta de radiación,
846,Medical Record Technician,Técnico de registros médicos,
847,Medical Scientist,Científico médico,
848,Medical Secretary,Secretario médico,
849,Medical Technician,Técnico en medicina,
850,Medical Technologist,Tecnólogo en medicina,
851,Medical Transcription/Transcriptionist,Transcripción/transcriptor médico,
852,Medical Transcriptionist,Transcriptor médico,
853,Medical/Clinical Assistant,Asistente médico/clínico,
854,Medication Aide,Asistente de medicinas,
855,Medicine,Medicina,
856,Medicine and Dentistry,Medicina y odontología,
857,Meeting and Event Planning,Planificación de reuniones y eventos,
858,Memorization,Memorización,
859,Mental Health Counseling/Counselor,Asesoramiento/consejero de salud mental,
860,Mental Health Counselor,Consejero de salud mental,
861,Mental Health Worker,Trabajador de salud mental,
862,Mental Processes,Procesos mentales,
863,Merchandise Displayer,Escaparatista,Expositor de mercancías
864,Metal Building Assembly/Assembler,Montaje/montador de construcciones de metal,Montaje/montador de construcciones metálicas
865,Metal Caster,Fundidor,
866,Metal Pickling Equipment Operator,Operador de equipamiento de decapado de metales,
867,Metal and Jewelry Arts,Arte de metales y joyería,
868,Metal-Refining Furnace Operator,Operador de hornos de refinamiento de metales,
869,Metal/Plastic Layout Worker,Trabajador de diseño de metales/plásticos,
870,Metal/Plastic Model Maker,Fabricante de modelos de metal/plástico,
871,Metal/Plastic Patternmaker,Creador de patrones de metal/plástico,
872,Meter Reader,Revisor de contadores,Lector de contadores
873,Microbiologist,Microbiólogo,
874,"Microbiology, General","Microbiología, general",Microbiología general
875,Middle School Special Education Teacher,Profesor de educación especial de escuela intermedia,Profesor de educación especial de escuela secundaria
876,Middle School Teacher,Profesor de escuela intermedia,Profesor de escuela secundaria
877,Middle School Technical Education Teacher,Profesor de educación técnica de escuela intermedia,Profesor de educación técnica de escuela secundaria
878,Milling/Planing Machine Operator,Operador de máquinas de fresado/cepillado,
879,Millwright,Mecánico industrial,Mecánico de molinos
880,Mine Cutting Machine Operator,Operador de máquinas de corte de minería,
881,Mine Shuttle Car Operator,Operador de máquinas de transporte para minería,
882,Mining Roof Bolter,Operador de maquinaria de soporte de techos en minas,
883,Mining Technology/Technician,Tecnología/técnico de minería,
884,"Mining, Quarrying, and Oil and Gas Extraction","Minería, excavaciones y extracción de petróleo y gas",
885,Mixing/Blending Machine Operator,Operador de máquinas de mezclado,
886,Mobile Heavy Equipment Mechanic,Mecánico de equipamiento pesado móvil,
887,Mobile Home Installer,Instalador de caravanas,
888,Model,Modelo,
889,Molder/Shaper/Caster,Moldeador/formador/fundidor,
890,Molding/Coremaking/Casting Machine Operator,Operador de máquinas de moldeado/fabricación de machos/fundición,
891,Monacan researchers pioneered a new technique in exposed to radiation today.,Los científicos de Mónaco han desarrollado hoy una nueva técnica relacionada con la exposición a la radiación.,Los científicos monegascos han desarrollado hoy una nueva técnica relacionada con la exposición a la radiación.
892,Monitoring,Vigilancia,
893,Monitoring and Controlling Resources,Vigilar y controlar recursos,
894,"Monitoring processes, materials, and surroundings","Vigilar procesos, materiales y alrededores",
895,Montserratian engineers unveiled an algorithm capable of coordinate or lead others.,Los ingenieros de Montserrat han descubierto un algoritmo capaz de coordinar o liderar a otros.,Los ingenieros monserratinos han descubierto un algoritmo capaz de coordinar o liderar a otros.
896,Motion Picture Projectionist,Proyector de películas,
897,Motor Vehicle Electronic Installer/Repairer,Instalador/reparador de electrónica para vehículos a motor,
898,Motorboat Mechanic,Mecánico de embarcaciones de motor,
899,Motorboat Operator,Piloto de embarcaciones de motor,
900,Motorcycle Maintenance and Repair Technology/Technician,Tecnología/técnico de reparación y mantenimiento de motocicletas,
901,Motorcycle Mechanic,Mecánico de motocicletas,
902,Multilimb Coordination,Coordinación de múltiples extremidades,
903,Multimedia Artist,Artista multimedia,
904,Multimedia Collections Specialist,Especialista en recopilaciones multimedia,
905,Multiple Machine Tool Operator,Operador de máquinas herramienta múltiples,Operador de máquinas y herramientas múltiples
906,Museum Technician,Técnico de museo,
907,Music Composer,Compositor musical,
908,"Music Performance, General","Actuación musical, general",Actuación musical general
909,Musical Instrument Fabrication and Repair,Fabricación y reparación de instrumentos musicales,
910,Musical Instrument Repairer/Tuner,Reparador/afinador de instrumentos musicales,
911,Namibian engineers pioneered a new technique in explosive strength today.,Los ingenieros de Namibia han desarrollado hoy una nueva técnica relacionada con la fuerza explosiva.,Los ingenieros de namibios han desarrollado hoy una nueva técnica relacionada con la fuerza explosiva.
912,Natural Resources Law Enforcement and Protective Services,Refuerzo legal de los recursos naturales y servicios de protección,Aplicación de las leyes de recursos naturales y servicios de protección
913,"Natural Resources/Conservation, General","Recursos naturales/conservación, general",Recursos naturales/conservación general
914,Natural Sciences,Ciencias naturales,
915,Natural Sciences Manager,Director de ciencias naturales,
916,Naval Architecture and Marine Engineering,Arquitectura naval e ingeniería marina,
917,Near Vision,Vista de cerca,
918,Negotiation,Negociación,
919,New Accounts Clerk,Auxiliar de cuentas nuevas,
920,Nigerien engineers performs exposed to whole body vibration like a human.,Un algoritmo de los investigadores de Nigeria actúa como un humano cuando se expone a la vibración del cuerpo entero.,Un algoritmo de los investigadores de nigerianos actúa como un humano cuando se expone a la vibración del cuerpo entero.
921,Night Vision,Vista nocturna,
922,Niuean engineers performs speed of limb movement like a human.,Un algoritmo de los ingenieros niuanos actúa como un humano en cuanto a la velocidad de movimiento de extremidades.,
923,Non-Retail Sales Supervisor,Supervisor de ventas al por mayor,
924,Nonfarm Animal Caretaker,Cuidador de animales no agrarios,
925,Nonrestaurant Food Server,Distribuidor de comidas de catering,
926,"Northern Marianan engineers unveiled an algorithm capable of operating vehicles, mechanized devices, or equipment.","Los ingenieros de Islas Marianas del Norte han descubierto un algoritmo capaz de operar vehículos, dispositivos o equipos mecanizados.","Los ingenieros chamorros han descubierto un algoritmo capaz de operar vehículos, dispositivos o equipos mecanizados."
927,Norwegian engineers unveiled an algorithm capable of responsibility for outcomes and results.,Los ingenieros noruegos han descubierto un algoritmo capaz de responsabilizarse por los resultados.,
928,Nov,Nov,
929,Nuclear Engineer,Ingeniero nuclear,
930,Nuclear Engineering,Ingeniería nuclear,
931,Nuclear Medical Technology/Technologist,Tecnología/técnico en medicina nuclear,
932,Nuclear Medicine Technologist,Técnico en medicina nuclear,Tecnólogo en medicina nuclear
933,Nuclear Power Reactor Operator,Operador de reactores de energía nuclear,
934,Nuclear Technician,Técnico nuclear,
935,Nuclear/Nuclear Power Technology/Technician,Tecnología/técnico nuclear/de energía nuclear,
936,Number Facility,Facilidad con los números,
937,Nurse Anesthetist,Enfermero anestesista,
938,Nurse Midwife/Nursing Midwifery,Enfermero obstetra/enfermería obstetra,
939,Nurse Midwive,Enfermero obstetra,
940,Nurse Practitioner,Enfermero especializado,
941,Nursing Assistant,Asistente de enfermería,
942,Nursing Assistant/Aide and Patient Care Assistant/Aide,Asistente/auxiliar de enfermería y asistente/auxiliar de cuidado de pacientes,
943,Obstetrician/Gynecologist,Obstetra/ginecólogo,
944,Occupational Health And Safety Specialist,Especialista en salud y seguridad ocupacional,
945,Occupational Health And Safety Technician,Técnico en salud y seguridad ocupacional,
946,Occupational Safety and Health Technology/Technician,Tecnología/técnico de salud y seguridad ocupacional,
947,Occupational Therapist,Terapeuta ocupacional,
948,Occupational Therapist Assistant,Asistente en terapia ocupacional,
949,Occupational Therapy Aide,Auxiliar de terapia ocupacional,
950,Occupational Therapy Assistant,Asistente de terapia ocupacional,
951,Occupational Therapy/Therapist,Terapia/terapeuta ocupacional,
952,Oct,Oct,
953,Office Clerk,Empleado de oficina,
954,Office Machine Operator,Operador de máquinas de oficina,
955,Office Management and Supervision,Dirección y supervisión de oficinas,
956,Oil/Gas/Mining Service Unit Operator,Operador de unidades de servicio de petróleo/gas/minería,
957,On-Site or In-Plant Training,Entrenamiento en la obra o en la planta,
958,On-the-Job Training,Formación en el lugar de trabajo,
959,Operating open vehicles and equipment,Operar vehículos y equipos abiertos,
960,Operating vehicles and equipment,Operar vehículos y equipos,
961,Operation Monitoring,Vigilancia de operaciones,
962,Operation and Control,Operación y control,
963,Operations Analysis,Análisis de operaciones,
964,Operations Management and Supervision,Gestión y supervisión de operaciones,
965,Operations Manager,Director de operaciones,
966,Operations Research Analyst,Analista de estudios de operaciones,
967,Ophthalmic Laboratory Technician,Técnico de laboratorio oftalmológico,
968,Ophthalmic Laboratory Technology/Technician,Tecnología/técnico de laboratorio oftalmológico,
969,Ophthalmic Medical Technician,Técnico en medicina oftalmológica,
970,Ophthalmic Technician/Technologist,Técnico/tecnólogo oftalmológico,
971,Optician,Óptico,
972,Opticianry/Ophthalmic Dispensing Optician,Óptico/Óptico de dispensación oftalmológica,
973,Optometrist,Optometrista,
974,Optometry,Optometría,
975,Oral Comprehension,Comprensión oral,
976,Oral Expression,Expresión oral,
977,Oral Surgeon,Cirujano oral,
978,Oral/Maxillofacial Surgery,Cirugía oral/maxilofacial,
979,Order Clerk,Encargado de pedidos,
980,"Organizing, Planning, and Prioritizing Work","Organizar, planificar y priorizar trabajo",
981,Originality,Originalidad,
982,Orthodontics/Orthodontology,Productos de ortodoncia/ortodoncia,Productos de ortodoncia
983,Orthodontist,Ortodoncista,
984,Orthotist/Prosthetist,Ortesista/protesista,Ortesista/ técnico protésico
985,Other Services (Except Public Administration),Otros servicios (excepto administración pública),
986,"Outdoors, Under Cover","Al aire libre, bajo cubierta",
987,Pace Determined by Speed of Equipment,Ritmo determinado por la velocidad del equipo,
988,Packaging Machine Operator,Operador de máquinas de embalaje,
989,Painter/Plasterer Helper,Ayudante de pintor/escayolista,Ayudante de pintor/yesero
990,Painting/Coating/Decorating Worker,Pintor/laqueador/decorador,Pintor/revestidor/decorador
991,Painting/Painter and Wall Coverer,Pintura/pintor y empapelador,
992,Paper Goods Machine Operator,Operador de máquinas de papelería,
993,Paperhanger,Empapelador,
994,Paralegal,Pasante,Auxiliar jurídico
995,Paramedic,Paramédico,
996,Parking Enforcement Worker,Trabajador de refuerzo de aparcamientos,
997,Parking Lot Attendant,Asistente de aparcamientos,
998,Parts Salesperson,Vendedor de piezas,
999,"Parts, Warehousing, and Inventory Management Operations","Operaciones de gestión de piezas, almacenaje e inventario",
1000,Paving Equipment Operator,Operador de equipos de pavimentación,
1001,Payroll Clerk,Asistente de contabilidad,Asistente de nóminas
1002,Pediatrician,Pediatra,
1003,Perceptual Speed,Velocidad de percepción,
1004,Performing Administrative Activities,Realizar actividades administrativas,
1005,Performing General Physical Activities,Realizar actividades físicas en general,
1006,Performing for or Working Directly with the Public,Trabajar o realizar trabajos directamente con el público,
1007,Peripheral Vision,Vista periférica,
1008,Personal Care Aide,Auxiliar de cuidados personales,
1009,Personal Financial Advisor,Consejero de finanzas personal,
1010,Personal Service Worker Supervisor,Supervisor de trabajador de servicio personal,
1011,Personnel and Human Resources,Personal y recursos humanos,
1012,Persuasion,Persuasión,
1013,Pest Control Worker,Trabajador de control de plagas,
1014,Pesticide Handler,Manipulador de pesticidas,
1015,Petroleum Engineer,Ingeniero de petróleo,Ingeniero petrolero
1016,Petroleum Engineering,Ingeniería de petróleo,Ingeniería petrolera
1017,Petroleum Technology/Technician,Tecnología/técnico de petróleo,
1018,Pharmacist,Farmacéutico,
1019,Pharmacy,Farmacia,
1020,Pharmacy Aide,Auxiliar farmacéutico,
1021,Pharmacy Technician,Técnico farmacéutico,
1022,Pharmacy Technician/Assistant,Técnico/asistente farmacéutico,
1023,Philosophy and Theology,Filosofía y teología,
1024,Phlebotomist,Flebotomista,
1025,Phlebotomy Technician/Phlebotomist,Técnico en flebotomía/flebotomista,
1026,Photographer,Fotógrafo,
1027,Photographic Equipment Repairer,Técnico reparador de equipos fotográficos,
1028,Physical Abilities,Habilidades físicas,
1029,Physical Education Teaching and Coaching,Formación y enseñanza de educación física,
1030,Physical Proximity,Proximidad física,
1031,Physical Scientist,Científico físico,
1032,Physical Therapist,Terapeuta físico,
1033,Physical Therapist Aide,Auxiliar de terapias físicas,
1034,Physical Therapist Assistant,Asistente de terapias físicas,
1035,Physical Therapy Technician/Assistant,Técnico/asistente en terapia física,
1036,Physical Therapy/Therapist,Terapia/terapeuta físico,
1037,Physical Work Conditions,Condiciones de trabajo físico,
1038,Physician,Facultativo,
1039,Physician Assistant,Asistente de facultativo,
1040,Physicist,Físico,
1041,Physics,Física,
1042,"Physics, General","Física, general",Física general
1043,Pile-Driver Operator,Operador de hincadoras de pilotes,Operador de hincador de pilotes
1044,Pipelayer,Montador de tubos,
1045,Pitcairn Island engineers performs production and processing like a human.,Un algoritmo de los ingenieros de Islas Pitcairn actúa como un humano al producir y procesar.,Un algoritmo de los ingenieros de las Islas Pitcairn es capaz de producir y procesar como un humano.
1046,Plant Operator,Operador de plantas,
1047,Plasterer,Escayolista,Yesero
1048,Plating/Coating Machine Operator,Operador de máquinas de chapado/revestimiento,
1049,Plumber,Fontanero,
1050,Plumber Helper,Ayudante de fontanero,
1051,Plumbing Technology/Plumber,Tecnología de fontanería/fontanero,
1052,Podiatric Medicine/Podiatry,Medicina pediátrica/pediatría,
1053,Podiatrist,Pediatra,
1054,Police,Policía,
1055,Police Supervisor,Supervisor policial,
1056,"Police, Fire, And Ambulance Dispatcher",Operador de teléfonos de emergencia,
1057,"Political Science and Government, General","Ciencias políticas y gobierno, general",Ciencias políticas y gobierno general
1058,Political Scientist,Científico en ciencias políticas,Politólogo
1059,Portuguese scientists pioneered a new technique in importance of being exact or accurate today.,Los científicos portugueses han desarrollado hoy una nueva técnica relacionada con la importancia de ser exacto o preciso.,
1060,Post-Baccalaureate Certificate,Certificado postbachillerato,
1061,Post-Doctoral Training,Formación postdoctorado,
1062,Post-Master's Certificate,Certificado de postmáster,Certificado de postmaestría
1063,Postal Service Clerk,Empleado de correos,
1064,Postal Service Mail Carrier,Cartero,
1065,Postal Service Mail Sorter,Clasificador de cartas,
1066,Postmaster,Administrador de correos,
1067,Postsecondary Agricultural Sciences Teacher,Profesor de ciencias agrícolas de postsecundaria,
1068,Postsecondary Anthropology/Archeology Teacher,Profesor de antropología/arqueología de postsecundaria,
1069,Postsecondary Architecture Teacher,Profesor de arquitectura de postsecundaria,
1070,Postsecondary Art/Drama/Music Teacher,Profesor de arte/drama/música de postsecundaria,
1071,Postsecondary Biological Science Teacher,Profesor de ciencias biológicas de postsecundaria,
1072,Postsecondary Business Teacher,Profesor de comercio de postsecundaria,
1073,Postsecondary Chemistry Teacher,Profesor de química de postsecundaria,
1074,Postsecondary Communications Teacher,Profesor de comunicaciones de postsecundaria,
1075,Postsecondary Computer Science Teacher,Profesor de ciencias informáticas de postsecundaria,
1076,Postsecondary Criminal Justice Eacher,Profesor de justicia criminal de postsecundaria,
1077,Postsecondary Cultural Studies Teacher,Profesor de estudios culturales de postsecundaria,
1078,Postsecondary Earth Sciences Teacher,Profesor de ciencias de la tierra de postsecundaria,
1079,Postsecondary Economics Teachers,Profesor de economía de postsecundaria,
1080,Postsecondary Education Teacher,Profesor de educación de postsecundaria,
1081,Postsecondary Engineering Teacher,Profesor de ingeniería de postsecundaria,
1082,Postsecondary English Language/Literature Teacher,Profesor de lengua/literatura inglesa de postsecundaria,
1083,Postsecondary Environmental Science Teacher,Profesor de ciencias medioambientales de postsecundaria,
1084,Postsecondary Foreign Language Teacher,Profesor de lengua extranjera de postsecundaria,
1085,Postsecondary Forestry And Conservation Science Teacher,Profesor de ciencias forestales y de conservación de postsecundaria,
1086,Postsecondary Geography Teacher,Profesor de geografía de postsecundaria,
1087,Postsecondary Health Specialties Teacher,Profesor de especialidades de la salud de postsecundaria,
1088,Postsecondary History Teacher,Profesor de historia de postsecundaria,
1089,Postsecondary Home Economics Teacher,Profesor de economía doméstica de postsecundaria,
1090,Postsecondary Law Teacher,Profesor de derecho de postsecundaria,
1091,Postsecondary Library Science Teacher,Profesor de biblioteconomía de postsecundaria,Profesor de bibliotecología de postsecundaria
1092,Postsecondary Mathematical Science Teacher,Profesor de ciencias matemáticas de postsecundaria,
1093,Postsecondary Nursing Instructors And Teacher,Profesor e instructor de enfermería de postsecundaria,
1094,Postsecondary Philosophy/Religion Teacher,Profesor de filosofía/religión de postsecundaria,
1095,Postsecondary Physics Teacher,Profesor de física de postsecundaria,
1096,Postsecondary Political Science Teacher,Profesor de ciencias políticas de postsecundaria,
1097,Postsecondary Psychology Teacher,Profesor de psicología de postsecundaria,
1098,Postsecondary Recreation/Fitness Studies Teacher,Profesor de estudios de ocio/fitness de postsecundaria,
1099,Postsecondary School Administrator,Administrador de escuela postsecundaria,
1100,Postsecondary Social Work Teacher,Profesor de trabajos sociales de postsecundaria,
1101,Postsecondary Sociology Teacher,Profesor de sociología de postsecundaria,
1102,Postsecondary Vocational Education Teacher,Profesor de educación vocacional de postsecundaria,
1103,Power Distributor/Dispatcher,Distribuido/despachador de centrales energéticas,
1104,Power Plant Operator,Operador de plantas de energía,
1105,Powerhouse Electrical Repairer,Reparador de centrales eléctricas,
1106,Pr And Fundraising Manager,Director de relaciones públicas y recaudación de fondos,
1107,Prepress Technician,Técnico de preimpresión,
1108,Prepress/Desktop Publishing and Digital Imaging Design,Preprensa/autoedición y diseño de imágenes digitales,Preimpresión/autoedición y diseño de imágenes digitales
1109,Preschool Administrator,Administrador de centro preescolar,Administrador de preescolar
1110,Preschool Teacher,Profesor de preescolar,
1111,Primary And Secondary School Administrator,Administrador de escuela primaria y secundaria|,Administrador de escuela primaria y secundaria
1112,Primary School Special Education Teacher,Profesor de educación especial de escuela primaria,
1113,Print Binding Worker,Encuadernador,
1114,Printing Press Operator,Operador de prensa de impresión,
1115,Private Investigator,Detective privado,
1116,Probation Officer,Agente de vigilancia,Agente de libertad condicional
1117,Problem Sensitivity,Sensibilidad a los problemas,
1118,Process,Proceso,
1119,Processing Information,Procesar información,
1120,Procurement Clerk,Empleado de adquisiciones,
1121,Producer/Director,Productor/director,
1122,Product Promoter,Promotor de productos,
1123,Production Cleark,Administrador de producción,Asistente de producción
1124,Production Worker,Trabajador de producción,
1125,Production Worker Helper,Ayudante de trabajador de producción,Ayudante de producción
1126,Production and Processing,Producción y procesamiento,
1127,Production/Operating Worker Supervisor,Supervisor de trabajador de producción/operación,Supervisor de producción/operación
1128,"Professional, Scientific, and Technical Services","Servicios profesionales, científicos y técnicos",
1129,"Professional, Technical, Business, and Scientific Writing","Redacción profesional, técnica, comercial y científica",
1130,Programming,Programación,
1131,Proofreader,Corrector,
1132,Property Manager,Administrador de propiedades,
1133,Protective Service Worker,Trabajador de servicios de protección,
1134,Provide Consultation and Advice to Others,Proporcionar asesoramiento y consejos a otros,
1135,Psychiatric Aide,Auxiliar psiquiátrico,
1136,Psychiatric Technician,Técnico psiquiátrico,
1137,Psychiatric/Mental Health Services Technician,Técnico de servicios psiquiátricos/de salud mental,
1138,Psychiatrist,Psiquiatra,
1139,Psychologist,Psicólogo,
1140,Psychology,Psicología,
1141,"Psychology, General","Psicología, general",Psicología general
1142,Psychomotor Abilities,Habilidades psicomotrices,
1143,Public Address System Announcer,Maestro de ceremonias,
1144,Public Administration,Administración pública,
1145,"Public Health, General","Salud pública, general",Salud pública general
1146,Public Relations Specialist,Especialista en relaciones públicas,
1147,Public Relations/Image Management,Relaciones públicas/gestión de imagen,
1148,Public Safety and Security,Seguridad pública,
1149,Public Speaking,Hablar en público,
1150,Puerto Rican scientists unveiled an algorithm capable of spend time sitting.,Los científicos de Puerto Rico han descubierto un algoritmo capaz de pasar tiempo sentado.,Los científicos puertorriqueños han descubierto un algoritmo capaz de pasar tiempo sentado.
1151,Pump Operator,Operador de bombas,
1152,Purchasing Manager,Director de compras,
1153,"Purchasing, Procurement/Acquisitions and Contracts Management","Gestión de compras, adquisiciones y contratos",
1154,Quality Control Analysis,Análisis de control de calidad,
1155,Quality Control Technology/Technician,Tecnología/técnico de control de calidad,
1156,Radiation Therapist,Terapeuta radiólogo,
1157,Radio And Television Announcer,Presentador de radio y televisión,
1158,Radio Operator,Operador de radio,
1159,Radio and Television Broadcasting Technology/Technician,Tecnología/técnico de emisiones de radio y televisión,
1160,Radio/Cellular Installer/Repair,Instalador/reparador de radios/móviles,
1161,Radiologic Technologist,Técnico radiológico,
1162,Radiologic Technology/Science - Radiographer,Tecnología/ciencia radiológica - radiólogo,
1163,Rail Car Repairer,Reparador de vagones,
1164,Rail Maintenance Equipment Operator,Operador de equipos de mantenimiento de vías,
1165,Rail Yard Engineer,Ingeniero de patio ferroviario,
1166,Railroad Brake/Signal/Switch Operator,Operador de frenos/señales/desvíos de vías,
1167,Railroad Conductor,Conductor de trenes,
1168,Railroad and Railway Transportation,Transporte por ferrocarril,
1169,Ranch Farmworker,Trabajador de rancho,
1170,Rate Control,Control de clasificación,
1171,Reaction Time,Tiempo de reacción,
1172,Reading Comprehension,Comprensión lectora,
1173,Real Estate,Propiedades inmobiliarias,
1174,Real Estate Appraiser,Perito tasador de inmuebles,
1175,Real Estate Broker,Corredor de propiedades inmobiliarias,
1176,Real Estate Sales Agent,Agente de ventas de inmuebles,Agente de bienes raíces
1177,Real Estate and Rental and Leasing,"Bienes inmuebles, alquiler y leasing","Bienes inmuebles, alquiler y arrendamiento"
1178,Realistic,Realista,
1179,Rebar Worker,Montador de varillas,
1180,Receptionist,Recepcionista,
1181,Recording Arts Technology/Technician,Tecnología/técnico de artes de grabación,
1182,Recreation Worker,Trabajador del ocio,Recreador
1183,Recreational Therapist,Terapeuta recreativo,
1184,Recreational Vehicle Service Technician,Técnico en servicios de vehículo de ocio,Técnico en servicios de vehículo de recreación
1185,Referee,Árbitro,
1186,Refinery Operator,Operador de refinería,
1187,Refractory Materials Repairer,Reparador de materiales refractantes,
1188,Refuse And Recyclable Material Collector,Recolector de residuos y material de reciclaje,
1189,Registered Nurse,Enfermero diplomado,Enfermero registrado
1190,Registered Nursing/Registered Nurse,Diplomatura en enfermería/enfermero diplomado,
1191,Rehabilitation Aide,Asistente de rehabilitación,
1192,Rehabilitation Counselor,Consejero de rehabilitación,
1193,Related Work Experience,Experiencia laboral relacionada,
1194,Religious Education Director,Director de educación religiosa,
1195,Renal/Dialysis Technologist/Technician,Tecnólogo/técnico renal/diálisis,
1196,Rental Clerk,Empleado de negocio de alquiler|,Empleado de negocio de alquiler
1197,Repairing,Reparación,
1198,Repairing and Maintaining Electronic Equipment,Reparar y mantener equipos electrónicos,
1199,Repairing and Maintaining Mechanical Equipment,Reparar y mantener equipos mecánicos,
1200,Repeating the same tasks,Repetir las mismas tareas,
1201,Reporter,Periodista,
1202,Required Level of Education,Nivel de educación requerido,
1203,Residential Advisor,Consejero residencial,
1204,Resolving Conflicts and Negotiating with Others,Resolver conflictos y negociar con otros,
1205,Resource Management Skills,Habilidades de gestión de recursos,
1206,Respiratory Care Therapy/Therapist,Terapia/terapeuta en cuidados respiratorios,
1207,Respiratory Therapist,Terapeuta de respiración,
1208,Respiratory Therapy Technician,Técnico en terapias de respiración,
1209,Response Orientation,Orientación de respuesta,
1210,Restaurant Cook,Cocinero de restaurante,
1211,Restaurant Host,Recepcionista de restaurante,
